1,1,,1,4,,1,8,,1,16,,1,20,,1,24
0.427128,0.998283,,0.30243,0.998709,,0.22108,0.998724,,0.199664,0.999358,,0.185975,0.997782,,0.187628,0.998096
0.789573,0.9969,,0.565804,0.997312,,0.416367,0.99767,,0.371491,0.998077,,0.347679,0.998026,,0.337193,0.998322
1.15765,0.995517,,0.834948,0.995704,,0.61705,0.996335,,0.546785,0.997159,,0.508288,0.997613,,0.488333,0.997411
1.51727,0.994133,,1.10253,0.994169,,0.815429,0.995685,,0.722571,0.996344,,0.668853,0.996411,,0.640996,0.996264
1.87711,0.99275,,1.36989,0.992927,,1.01298,0.994137,,0.897078,0.994907,,0.82901,0.996327,,0.79233,0.994437
2.23669,0.991366,,1.64215,0.992268,,1.22714,0.992987,,1.07055,0.99431,,0.989374,0.995654,,0.94187,0.993281
2.59587,0.989982,,1.90663,0.990829,,1.42984,0.991939,,1.25456,0.992649,,1.15007,0.994891,,1.09583,0.992983
2.95724,0.988599,,2.17531,0.989064,,1.6293,0.99096,,1.4302,0.992134,,1.33936,0.994907,,1.25272,0.992015
3.3218,0.987216,,2.43818,0.986981,,1.83193,0.989273,,1.60013,0.992181,,1.52051,0.993507,,1.40687,0.990885
3.68221,0.985833,,2.70299,0.985133,,2.04751,0.987622,,1.78015,0.99121,,1.68219,0.992813,,1.55748,0.989908
4.04265,0.98445,,2.96548,0.983804,,2.25826,0.986578,,1.9584,0.990208,,1.84307,0.992162,,1.70589,0.989755
4.40224,0.983067,,3.22792,0.981605,,2.45586,0.985488,,2.13611,0.988764,,2.00256,0.992114,,1.8506,0.989607
4.76118,0.981683,,3.49207,0.980129,,2.65342,0.984934,,2.30983,0.987967,,2.1632,0.991656,,1.99896,0.988623
5.12528,0.980299,,3.75863,0.978014,,2.85312,0.983535,,2.48491,0.987118,,2.3227,0.990212,,2.1461,0.988422
5.48373,0.978915,,4.02276,0.976199,,3.05021,0.982496,,2.65282,0.986724,,2.48307,0.989539,,2.29467,0.987706
5.84118,0.977531,,4.29019,0.974049,,3.24781,0.981256,,2.82285,0.986199,,2.64367,0.988045,,2.44196,0.986936
6.20152,0.976148,,4.55465,0.972295,,3.44713,0.979446,,2.99154,0.98462,,2.8048,0.988228,,2.60075,0.987241
6.56219,0.974764,,4.81568,0.970438,,3.64529,0.9792,,3.16347,0.983599,,2.96352,0.98696,,2.7669,0.987146
6.92158,0.973381,,5.07771,0.968981,,3.84362,0.977731,,3.33909,0.981876,,3.12404,0.987014,,2.92167,0.987454
7.28239,0.971998,,5.34447,0.967789,,4.04111,0.976348,,3.51355,0.980905,,3.28536,0.986728,,3.07518,0.985948
7.64214,0.970614,,5.61158,0.967125,,4.23838,0.974918,,3.68184,0.978817,,3.44324,0.985277,,3.23439,0.985788
8.00088,0.969231,,5.87721,0.965712,,4.43702,0.974025,,3.85353,0.97783,,3.6057,0.984674,,3.3898,0.984852
8.36529,0.967848,,6.14094,0.963938,,4.63533,0.973737,,4.02418,0.976644,,3.76797,0.983437,,3.53747,0.984242
8.72445,0.966464,,6.40677,0.9615,,4.83375,0.973059,,4.19343,0.975379,,3.92957,0.981595,,3.68607,0.983164
9.08417,0.965081,,6.67137,0.959763,,5.03381,0.971925,,4.36503,0.973633,,4.08992,0.980362,,3.83501,0.983046
9.44326,0.963697,,6.93305,0.958595,,5.23333,0.970038,,4.53625,0.973165,,4.25023,0.979952,,3.98269,0.982676
9.8019,0.962314,,7.1949,0.956517,,5.45155,0.968653,,4.70841,0.970806,,4.41161,0.979432,,4.13507,0.981809
10.1616,0.960931,,7.49418,0.955291,,5.65567,0.967195,,4.87844,0.968736,,4.5894,0.978209,,4.28471,0.980964
10.5212,0.959548,,7.80001,0.954721,,5.85285,0.967105,,5.04823,0.968283,,4.77076,0.978614,,4.43433,0.9802
10.8807,0.958165,,8.11323,0.95405,,6.04708,0.966221,,5.2198,0.967859,,4.92829,0.97914,,4.58632,0.9802
11.2427,0.956782,,8.42099,0.95384,,6.25513,0.966329,,5.39384,0.967391,,5.08738,0.978833,,4.73563,0.980684
11.6031,0.955398,,8.7293,0.9534,,6.45589,0.966057,,5.56173,0.965878,,5.25276,0.97761,,4.89099,0.979943
11.9613,0.954015,,9.03573,0.953133,,6.6555,0.965005,,5.73234,0.964589,,5.41103,0.976775,,5.05183,0.978281
12.3213,0.952632,,9.33976,0.953644,,6.85473,0.964995,,5.90366,0.962847,,5.56854,0.976482,,5.21206,0.977529
12.6804,0.951249,,9.60688,0.953878,,7.05284,0.964469,,6.07709,0.962892,,5.72508,0.975715,,5.37769,0.978065
13.044,0.949867,,9.87844,0.954595,,7.25123,0.963936,,6.24892,0.962264,,5.88393,0.975453,,5.52846,0.977442
13.4095,0.948484,,10.1487,0.954815,,7.44891,0.962937,,6.4184,0.961944,,6.04525,0.975374,,5.67793,0.977203
13.7707,0.9471,,10.4162,0.954606,,7.64835,0.961725,,6.59246,0.960417,,6.20465,0.973664,,5.82645,0.976374
14.1301,0.945717,,10.6888,0.954559,,7.84549,0.960811,,6.76646,0.959359,,6.36205,0.973534,,5.97581,0.975132
14.49,0.944334,,10.9579,0.954332,,8.04109,0.959489,,6.94067,0.958898,,6.51753,0.97314,,6.13168,0.97522
14.8512,0.94295,,11.2202,0.954234,,8.23925,0.959185,,7.11388,0.957919,,6.67682,0.972256,,6.28499,0.974546
15.2127,0.941567,,11.4874,0.95443,,8.43933,0.958224,,7.28839,0.956954,,6.83773,0.972115,,6.43671,0.974057
15.5737,0.940184,,11.7565,0.954516,,8.63688,0.956496,,7.4637,0.955359,,6.99727,0.972021,,6.60096,0.97476
15.9333,0.938801,,12.022,0.954459,,8.83636,0.955446,,7.64081,0.954473,,7.15708,0.970129,,6.75819,0.975122
16.2942,0.937417,,12.2894,0.954597,,9.03505,0.954365,,7.81227,0.954314,,7.31743,0.969635,,6.90832,0.975569
16.6534,0.936034,,12.5569,0.954363,,9.25149,0.952712,,7.98414,0.953218,,7.47567,0.968732,,7.06853,0.975505
17.0111,0.934651,,12.8186,0.953798,,9.46973,0.952426,,8.1545,0.95128,,7.63569,0.967654,,7.22879,0.975157
17.3723,0.933267,,13.0927,0.953354,,9.66728,0.950287,,8.32677,0.949626,,7.79691,0.966579,,7.38054,0.975813
17.732,0.931884,,13.3697,0.953644,,9.8853,0.948964,,8.49792,0.948715,,7.95681,0.966435,,7.53735,0.975711
18.0905,0.930501,,13.6315,0.953524,,10.1062,0.947952,,8.66729,0.947035,,8.11745,0.964916,,7.6905,0.975327
18.4524,0.929119,,13.9029,0.952776,,10.3231,0.947207,,8.84319,0.945851,,8.27799,0.963841,,7.84226,0.975022
18.8111,0.927735,,14.1698,0.952202,,10.5353,0.946724,,9.01553,0.945393,,8.44138,0.96333,,7.99497,0.974015
19.1707,0.926352,,14.4347,0.950051,,10.7348,0.946033,,9.18985,0.94435,,8.60112,0.962833,,8.17068,0.972872
19.5304,0.924969,,14.6994,0.949482,,10.9309,0.944825,,9.36414,0.94359,,8.76143,0.960909,,8.34204,0.972916
19.8912,0.923586,,14.9677,0.947599,,11.1277,0.943111,,9.53309,0.943235,,8.92108,0.961369,,8.49633,0.971549
20.2501,0.922202,,15.2293,0.946057,,11.3242,0.942299,,9.70406,0.942294,,9.08185,0.960264,,8.65215,0.97055
20.6101,0.920819,,15.494,0.945544,,11.52,0.940625,,9.87459,0.940805,,9.24409,0.95919,,8.80619,0.970113
20.9695,0.919436,,15.7713,0.943688,,11.7145,0.938979,,10.045,0.939482,,9.42248,0.957858,,8.95845,0.96973
21.3299,0.918052,,16.0365,0.942343,,11.9263,0.937733,,10.2184,0.939793,,9.60449,0.957561,,9.10884,0.96983
21.6936,0.916669,,16.3035,0.94073,,12.1437,0.936203,,10.4288,0.938808,,9.76591,0.956465,,9.25888,0.969593
22.0524,0.915286,,16.5684,0.939825,,12.3543,0.934951,,10.6036,0.937125,,9.92781,0.955116,,9.41848,0.967963
22.4107,0.913903,,16.8237,0.938252,,12.5563,0.934022,,10.802,0.935886,,10.0862,0.95517,,9.57474,0.968355
22.7702,0.91252,,17.0888,0.937394,,12.7568,0.933145,,10.9999,0.934753,,10.2461,0.955177,,9.74597,0.969159
23.1288,0.911136,,17.3549,0.936092,,12.9533,0.932164,,11.1755,0.934081,,10.4038,0.952587,,9.92206,0.969462
23.4892,0.909753,,17.6205,0.934798,,13.1656,0.930441,,11.3496,0.932813,,10.5619,0.952616,,10.0733,0.968507
23.8508,0.90837,,17.8869,0.933259,,13.3715,0.929686,,11.5226,0.932031,,10.7209,0.95239,,10.2246,0.967225
24.2133,0.906988,,18.15,0.932118,,13.5704,0.928455,,11.6957,0.93025,,10.8811,0.951046,,10.3769,0.965595
24.5732,0.905605,,18.4106,0.930159,,13.7669,0.927549,,11.8689,0.929393,,11.0417,0.949889,,10.5501,0.964562
24.9325,0.904222,,18.6709,0.928936,,13.9641,0.926192,,12.042,0.929231,,11.2057,0.949322,,10.7259,0.963609
25.2908,0.902839,,18.9327,0.926991,,14.1609,0.925282,,12.2201,0.928215,,11.3666,0.948444,,10.8788,0.963819
25.6523,0.901457,,19.196,0.925649,,14.3598,0.924747,,12.3992,0.927899,,11.528,0.948199,,11.0327,0.962855
26.0107,0.900073,,19.4574,0.923859,,14.5558,0.922599,,12.5716,0.926726,,11.6862,0.947398,,11.188,0.962071
26.3711,0.898691,,19.7192,0.922318,,14.7521,0.921434,,12.7405,0.925392,,11.8457,0.946478,,11.3605,0.961808
26.7306,0.897308,,19.9937,0.920343,,14.9463,0.919809,,12.9151,0.924026,,12.0051,0.946822,,11.5343,0.961538
27.0889,0.895924,,20.2679,0.918462,,15.1424,0.91918,,13.0921,0.921952,,12.1649,0.946019,,11.7033,0.960177
27.4488,0.894541,,20.5783,0.916776,,15.3397,0.918194,,13.2685,0.920786,,12.3257,0.944954,,11.8777,0.959259
27.809,0.893157,,20.8919,0.914885,,15.5358,0.917432,,13.438,0.920886,,12.4848,0.943912,,12.0298,0.958452
28.1686,0.891774,,21.1949,0.912813,,15.7311,0.9163,,13.6119,0.920122,,12.6451,0.942941,,12.1814,0.957374
28.5304,0.890391,,21.4844,0.910649,,15.9281,0.914526,,13.79,0.919653,,12.8049,0.941801,,12.3359,0.955943
28.893,0.889009,,21.7633,0.908784,,16.1246,0.912819,,13.9642,0.919225,,12.9681,0.940409,,12.4855,0.956202
29.2543,0.887627,,22.0672,0.907097,,16.3253,0.912082,,14.1397,0.917483,,13.1278,0.940522,,12.6353,0.955827
29.6149,0.886244,,22.3737,0.904589,,16.522,0.911401,,14.3145,0.915721,,13.2877,0.938704,,12.8045,0.955592
29.9749,0.884861,,22.6837,0.903756,,16.7208,0.910691,,14.4906,0.914555,,13.4495,0.938478,,12.9738,0.954199
30.3357,0.883478,,22.9832,0.903124,,16.916,0.910546,,14.6657,0.913196,,13.6126,0.938819,,13.1226,0.953567
30.6965,0.882095,,23.2803,0.902676,,17.1129,0.909222,,14.8363,0.91284,,13.7721,0.938408,,13.2718,0.953051
31.0595,0.880712,,23.593,0.9023,,17.317,0.908832,,15.0057,0.911177,,13.931,0.936964,,13.4208,0.952788
31.4208,0.879329,,23.9033,0.901603,,17.5188,0.907981,,15.1795,0.91028,,14.0912,0.935714,,13.5717,0.952182
31.7809,0.877946,,24.2016,0.901361,,17.7161,0.907018,,15.3637,0.909068,,14.2506,0.935676,,13.7219,0.950666
32.1403,0.876564,,24.4584,0.900605,,17.9284,0.905648,,15.5514,0.907449,,14.4101,0.934098,,13.8726,0.94959
32.4998,0.875181,,24.7502,0.899499,,18.147,0.904663,,15.724,0.907607,,14.5697,0.933115,,14.0231,0.950076
32.8618,0.873799,,25.0399,0.897691,,18.3496,0.903212,,15.8984,0.906523,,14.7287,0.93231,,14.1729,0.949481
33.2354,0.872416,,25.3056,0.897254,,18.5462,0.902075,,16.071,0.904726,,14.8879,0.931251,,14.3226,0.949421
33.5971,0.871033,,25.5715,0.895709,,18.7398,0.901047,,16.2436,0.903407,,15.0476,0.930933,,14.4712,0.948488
33.9628,0.86965,,25.8366,0.894577,,18.9338,0.899716,,16.4168,0.902012,,15.2073,0.929623,,14.6207,0.946748
34.3237,0.868267,,26.1027,0.893908,,19.1325,0.897885,,16.5893,0.900494,,15.3684,0.929272,,14.77,0.946364
34.6879,0.866885,,26.3714,0.89305,,19.3287,0.896563,,16.764,0.89924,,15.5284,0.928434,,14.9192,0.945981
35.0467,0.865502,,26.6356,0.89204,,19.5263,0.89487,,16.9441,0.898435,,15.689,0.92792,,15.0698,0.945144
35.4065,0.864119,,26.9008,0.891476,,19.7258,0.89495,,17.1191,0.89796,,15.8511,0.926553,,15.2201,0.944499
35.7679,0.862736,,27.171,0.889979,,19.9424,0.894439,,17.2932,0.896508,,16.0161,0.926095,,15.3722,0.943659
36.1266,0.861353,,27.4367,0.888721,,20.1572,0.894041,,17.4622,0.894662,,16.178,0.925486,,15.5318,0.942974
36.4889,0.859971,,27.7032,0.888126,,20.3585,0.893133,,17.6355,0.893687,,16.3367,0.924983,,15.6873,0.942455
36.8501,0.858588,,27.9709,0.88678,,20.5562,0.892059,,17.8105,0.892848,,16.495,0.923281,,15.8397,0.943522
37.2113,0.857206,,28.2365,0.885429,,20.7554,0.890927,,17.9838,0.891531,,16.6541,0.922846,,15.9862,0.943252
37.5709,0.855823,,28.5006,0.884001,,20.9523,0.888994,,18.175,0.88979,,16.8125,0.921895,,16.136,0.943862
37.9304,0.85444,,28.7626,0.882433,,21.154,0.887924,,18.3702,0.888665,,16.9695,0.921164,,16.2864,0.943543
38.2906,0.853058,,29.0285,0.880896,,21.3572,0.886465,,18.5419,0.887169,,17.1284,0.920656,,16.4392,0.944243
38.6494,0.851675,,29.295,0.879583,,21.5569,0.886127,,18.7115,0.886139,,17.2868,0.919446,,16.5892,0.94464
39.0105,0.850293,,29.5634,0.878934,,21.7544,0.884308,,18.8843,0.884408,,17.4468,0.918893,,16.7372,0.943836
39.3703,0.84891,,29.8285,0.878418,,21.9504,0.882433,,19.0596,0.883312,,17.6076,0.918327,,16.8912,0.943376
39.7295,0.847527,,30.0985,0.876642,,22.1511,0.880645,,19.2352,0.882346,,17.7661,0.917154,,17.0378,0.943773
40.0893,0.846145,,30.3632,0.874964,,22.3513,0.879413,,19.4111,0.881672,,17.9282,0.915787,,17.1838,0.943119
40.4478,0.844762,,30.6348,0.873313,,22.5476,0.878319,,19.5866,0.880817,,18.0893,0.914578,,17.3327,0.942534
40.8092,0.84338,,30.9025,0.872158,,22.7505,0.877045,,19.7609,0.879986,,18.2498,0.913101,,17.4807,0.941062
41.1695,0.841998,,31.167,0.871416,,22.949,0.875629,,19.9309,0.878484,,18.4086,0.912275,,17.6296,0.940908
41.5281,0.840615,,31.4595,0.870091,,23.1496,0.875135,,20.0997,0.87729,,18.5676,0.911561,,17.7885,0.941319
41.8889,0.839234,,31.7495,0.869179,,23.3746,0.8744,,20.2723,0.875183,,18.7285,0.910792,,17.9389,0.940936
42.2481,0.837851,,32.0162,0.867792,,23.6321,0.872719,,20.4432,0.873716,,18.8945,0.909766,,18.0912,0.939478
42.608,0.836468,,32.2824,0.866081,,23.8573,0.871935,,20.6161,0.872446,,19.0542,0.908287,,18.2453,0.939273
42.9691,0.835086,,32.5495,0.865035,,24.0536,0.871485,,20.7844,0.871472,,19.2143,0.907412,,18.3988,0.937363
43.3286,0.833704,,32.8156,0.863724,,24.2542,0.870826,,20.9566,0.871,,19.373,0.906896,,18.5465,0.936989
43.6881,0.832322,,33.0806,0.862095,,24.4581,0.86875,,21.1295,0.870594,,19.5337,0.906161,,18.694,0.936319
44.0495,0.83094,,33.35,0.861378,,24.6775,0.868885,,21.3059,0.869811,,19.6942,0.905646,,18.8414,0.935009
44.4076,0.829557,,33.6175,0.860203,,24.8868,0.868469,,21.4779,0.868615,,19.8531,0.904856,,18.9884,0.9345
44.7675,0.828174,,33.8846,0.858851,,25.0862,0.868138,,21.649,0.867152,,20.0119,0.903051,,19.1379,0.934164
45.1256,0.826792,,34.1541,0.857892,,25.3095,0.867146,,21.823,0.865727,,20.1709,0.902354,,19.2863,0.934443
45.4851,0.82541,,34.4189,0.856196,,25.5583,0.866728,,21.9982,0.864693,,20.329,0.902007,,19.4342,0.934657
45.8447,0.824027,,34.7118,0.854652,,25.8087,0.866992,,22.1736,0.864761,,20.4912,0.900753,,19.5822,0.934567
46.2046,0.822645,,35.0013,0.853811,,26.0564,0.866653,,22.3501,0.864931,,20.651,0.899639,,19.7297,0.933193
46.5644,0.821263,,35.2661,0.853246,,26.2995,0.866528,,22.5263,0.865087,,20.8112,0.898441,,19.8792,0.933738
46.9247,0.81988,,35.5397,0.853021,,26.5082,0.866201,,22.7032,0.864303,,20.9693,0.898329,,20.0261,0.933665
47.284,0.818498,,35.8067,0.852697,,26.7123,0.865683,,22.8783,0.864034,,21.1296,0.898146,,20.1753,0.933014
47.6424,0.817115,,36.0719,0.851084,,26.9115,0.865421,,23.0521,0.862642,,21.289,0.897701,,20.3234,0.933119
48.0023,0.815734,,36.3357,0.849791,,27.1576,0.865093,,23.2273,0.861149,,21.4499,0.897007,,20.471,0.932238
48.3625,0.814351,,36.5991,0.849066,,27.4088,0.864468,,23.3968,0.85978,,21.6087,0.896546,,20.6199,0.930486
48.7239,0.812969,,36.8643,0.847212,,27.6355,0.864312,,23.5694,0.858671,,21.774,0.896216,,20.7692,0.929277
49.0838,0.811586,,37.1284,0.846209,,27.8303,0.863454,,23.7446,0.856855,,21.9338,0.89423,,20.9163,0.928267
49.4458,0.810205,,37.4034,0.845188,,28.0687,0.862971,,23.9137,0.855439,,22.0921,0.892907,,21.0697,0.928026
