1,1
0.394358,0.869818
0.741022,0.76874
1.06881,0.697462
1.39251,0.645881
1.71452,0.605189
2.04005,0.568327
2.3607,0.540641
2.68218,0.51771
3.00069,0.498758
3.31863,0.481589
3.6371,0.46629
3.9569,0.452756
4.27102,0.439956
4.58556,0.427992
4.89847,0.41701
5.20912,0.407184
5.52191,0.397842
5.83767,0.389032
6.15023,0.38114
6.46167,0.373583
6.77234,0.366938
7.08145,0.360812
7.39082,0.355142
7.70071,0.349696
8.0086,0.344455
8.31611,0.339385
8.62346,0.334619
8.93111,0.330308
9.24284,0.325961
9.54918,0.322087
9.85744,0.31843
10.1639,0.314971
10.4691,0.311585
10.7754,0.308637
11.0804,0.305628
11.3882,0.302688
11.6946,0.299867
12.0005,0.297234
12.3045,0.294527
12.6088,0.292011
12.9141,0.289517
13.2189,0.28703
13.5242,0.284693
13.8282,0.282438
14.1323,0.280251
14.4393,0.278145
14.7413,0.276078
15.045,0.274059
15.3477,0.272152
15.6491,0.270248
15.953,0.268348
16.2544,0.266597
16.5575,0.264878
16.8597,0.263217
17.1627,0.261502
17.4641,0.260004
17.7668,0.258365
18.0683,0.256828
18.3706,0.255376
18.6726,0.254014
18.9734,0.252617
19.2739,0.251152
19.5752,0.249748
19.8756,0.248355
20.1773,0.247035
20.4796,0.245665
20.7834,0.244388
21.0842,0.24308
21.3845,0.241782
21.684,0.240664
21.9856,0.239382
22.2848,0.238137
22.5896,0.237009
22.8906,0.235896
23.1895,0.234758
23.4899,0.233693
23.7915,0.232583
24.091,0.23154
24.3917,0.230478
24.6936,0.229461
24.9944,0.22842
25.2944,0.227475
25.5938,0.22656
25.8938,0.225661
26.1935,0.224721
26.4927,0.223745
26.7933,0.222882
27.092,0.221984
27.3903,0.221117
27.6901,0.220213
27.9879,0.219388
28.2875,0.218579
28.5855,0.217764
28.8834,0.216929
29.1831,0.216116
29.4816,0.215294
29.78,0.214495
30.0783,0.213705
30.3781,0.21296
30.6757,0.212235
30.9759,0.211535
31.2754,0.210805
31.5817,0.210122
31.8801,0.209413
32.1783,0.208702
32.4768,0.208003
32.774,0.207337
33.0733,0.206628
33.3709,0.205986
33.6691,0.205336
33.9666,0.204703
34.2637,0.203982
34.5628,0.203352
34.8605,0.202733
35.1571,0.202117
35.4575,0.201489
35.758,0.200929
36.0556,0.200308
36.3539,0.199706
36.6517,0.199149
36.9489,0.198589
37.2477,0.198041
37.5438,0.197503
37.8412,0.196988
38.1369,0.196489
38.4345,0.195962
38.7322,0.195474
39.0294,0.194977
39.3264,0.194454
39.6243,0.193961
39.9214,0.19343
40.2174,0.192927
40.5145,0.192473
40.8119,0.191982
41.1101,0.191511
41.4072,0.191073
41.7062,0.190613
42.0043,0.190151
42.3016,0.189736
42.5976,0.189274
42.8939,0.18885
43.1906,0.188434
43.4888,0.187984
43.7857,0.187602
44.0829,0.18718
44.3799,0.186758
44.6787,0.186316
44.9763,0.185891
45.2711,0.185493
45.5672,0.185094
45.8632,0.184698
46.1593,0.184324
46.4554,0.183917
46.7525,0.183527
47.05,0.183162
47.346,0.182742
47.6428,0.182339
47.9399,0.181934
48.2367,0.181574
48.5322,0.181211
48.8301,0.18085
49.1276,0.180498
49.4261,0.180145
49.7228,0.179807
50.02,0.179446
50.3155,0.179094
50.6117,0.178721
50.9074,0.178362
51.2032,0.178003
51.4997,0.177637
51.797,0.177294
52.0917,0.176924
52.387,0.176583
52.6841,0.176243
52.9787,0.175903
53.274,0.175568
53.5718,0.175241
53.8679,0.174913
54.1645,0.174608
54.4617,0.174268
54.758,0.17396
55.0533,0.173664
55.3486,0.173348
55.6452,0.173041
55.9409,0.172742
56.2354,0.172448
56.5364,0.172149
56.8325,0.171862
57.1301,0.171557
57.426,0.171247
57.721,0.170956
58.0177,0.170673
58.3142,0.170373
58.6101,0.170081
58.9045,0.169779
59.2005,0.169514
59.4973,0.169232
59.7926,0.16894
60.0877,0.168653
60.3823,0.168385
