0.01,100
1.08431,0.853588
2.13786,0.892849
3.17855,1.01549
4.26831,1.08325
5.39038,1.13659
6.566,1.19917
7.59645,1.58874
8.78375,0.908419
9.85357,0.636735
10.9795,0.586728
12.1603,0.579286
13.2612,0.58744
14.4112,0.494427
15.5627,0.447152
16.6048,0.40017
17.7768,0.373773
18.9381,0.351799
20.1116,0.355449
21.2831,0.335865
22.3731,0.324768
23.3919,0.315746
24.5824,0.316099
25.6433,0.325922
26.7724,0.321221
27.9564,0.31276
29.0223,0.298102
30.1232,0.293632
31.2562,0.282821
32.377,0.278091
33.5118,0.276519
34.5995,0.269151
35.7982,0.265571
36.9376,0.263227
38.0601,0.262631
39.2412,0.26182
40.4464,0.260245
41.5185,0.256812
42.7402,0.25294
43.7554,0.245329
44.875,0.244333
45.9577,0.242633
47.1623,0.236558
48.416,0.230243
49.5825,0.229693
50.7638,0.226222
51.9282,0.223303
53.115,0.220454
54.2205,0.219419
55.3051,0.217392
56.4747,0.215709
57.655,0.215196
58.8905,0.212932
59.9168,0.210747
60.9828,0.207996
62.1307,0.206064
63.3088,0.203742
64.522,0.202805
65.7573,0.202498
66.861,0.199454
68.0492,0.197756
69.1753,0.194666
70.1635,0.193519
71.1666,0.192224
72.3103,0.189683
73.4575,0.188005
74.4927,0.186484
75.6255,0.183804
76.6843,0.182441
77.7695,0.180766
78.9723,0.17978
80.0344,0.178231
81.2268,0.177272
82.365,0.175945
83.4479,0.174482
84.5041,0.173375
85.6424,0.173021
86.7975,0.171025
87.8175,0.169402
88.782,0.167391
89.8952,0.165352
91.1673,0.163642
92.2093,0.161823
93.3724,0.161153
94.511,0.1593
95.6999,0.15854
96.809,0.157426
97.8902,0.157009
98.933,0.155463
99.9981,0.154556
101.194,0.15387
102.339,0.153612
103.553,0.152421
104.723,0.151211
105.772,0.150711
106.868,0.149938
107.867,0.149269
108.929,0.148754
109.944,0.148451
111.076,0.147973
112.261,0.147639
