0,1.00323,0.497854
1,1.05624,0.751073
2,1.02238,0.733906
3,0.927009,0.733906
4,0.696881,0.656652
5,1.14562,0.622318
6,1.07047,0.7897
7,0.996571,0.866953
8,0.655289,0.905579
9,1.13273,0.93133
10,0.768497,0.854077
11,0.784816,0.879828
12,0.664151,0.935622
13,0.864323,0.927039
14,0.268944,0.948498
15,0.524835,0.914163
16,0.543878,0.888412
17,0.95875,0.939914
18,0.605059,0.909871
19,0.695851,0.944206
20,0.748764,0.905579
21,0.123304,0.922747
22,0.594835,0.939914
23,0.348427,0.948498
24,1.13031,0.957082
25,0.524814,0.93133
26,0.560333,0.922747
27,0.562121,0.939914
28,0.483398,0.922747
29,0.822854,0.922747
30,0.550378,0.944206
31,0.589719,0.922747
32,0.462511,0.944206
33,0.47582,0.944206
34,0.698599,0.918455
35,0.240936,0.969957
36,0.807617,0.982833
37,0.33824,0.93133
38,0.401578,0.927039
39,1.39164,0.922747
40,0.362074,0.93133
41,0.318219,0.95279
42,0.698763,0.918455
43,0.84712,0.944206
44,0.613116,0.93133
45,0.470698,0.961373
46,1.20445,0.918455
47,0.398447,0.909871
48,0.491076,0.974249
49,0.584402,0.944206
50,0.0627874,0.969957
51,0.23527,0.939914
52,0.654687,0.944206
53,0.391105,0.965665
54,0.345688,0.93133
55,0.0311608,0.95279
56,0.439434,0.927039
57,0.399874,0.927039
58,0.0798653,0.922747
59,0.280732,0.93133
60,0.459101,0.914163
61,0.505379,0.905579
62,0.299457,0.961373
63,0.398182,0.982833
64,0.124411,0.93133
65,0.101852,0.922747
66,0.0772253,0.93133
67,0.212015,0.93133
68,0.855604,0.957082
69,0.427551,0.935622
70,0.833077,0.905579
71,0.164095,0.965665
72,0.161322,0.957082
73,0.617886,0.901288
74,0.59137,0.914163
75,0.374881,0.969957
76,0.473013,0.935622
77,1.66746,0.922747
78,0.735074,0.957082
79,0.240583,0.969957
80,0.268439,0.944206
81,0.322387,0.824034
82,0.219394,0.948498
83,0.395052,0.961373
84,0.261464,0.888412
85,0.044721,0.922747
86,0.625492,0.982833
87,1.08469,0.939914
88,0.487533,0.944206
89,0.147738,0.944206
90,0.405374,0.93133
91,0.352526,0.957082
92,1.15946,0.939914
93,0.210839,0.914163
94,0.0784946,0.95279
95,0.112287,0.944206
96,0.251163,0.965665
97,0.221491,0.93133
98,0.39861,0.965665
99,0.294746,0.961373
100,0.497324,0.93133
101,0.297453,0.957082
102,0.261975,0.982833
103,0.148195,0.961373
104,0.440056,0.974249
105,0.246278,0.969957
106,0.101083,0.978541
107,0.245698,0.978541
108,0.524034,0.944206
109,0.180151,0.957082
110,0.286909,0.909871
111,0.727716,0.969957
112,0.582594,0.974249
113,0.0527676,0.948498
114,0.141099,0.944206
115,0.27172,0.974249
116,0.0996067,0.927039
117,0.177033,0.93133
118,0.379945,0.922747
119,0.0881296,0.948498
120,0.91792,0.901288
121,0.471818,0.957082
122,0.571405,0.909871
123,0.0611659,0.95279
124,0.331164,0.944206
125,0.0973002,0.935622
126,0.0287094,0.978541
127,0.115236,0.974249
128,0.522797,0.948498
129,0.160927,0.974249
130,0.0386306,0.961373
131,0.0434129,0.957082
132,0.0548476,0.944206
133,0.0283541,0.965665
134,1.80327,0.965665
135,0.048481,0.927039
136,0.725236,0.944206
137,0.215007,0.957082
138,1.40635,0.927039
139,0.0615408,0.927039
140,0.0481683,0.944206
141,0.652383,0.935622
142,0.620408,0.944206
143,0.683574,0.939914
144,0.618782,0.935622
145,0.60756,0.987124
146,0.0697759,0.892704
147,0.0913095,0.978541
148,0.097464,0.987124
