1,0.001,500
Loss,Accuracy
0.049591,0.924411
0.113623,0.848718
0.17656,0.773238
0.239414,0.701476
0.301844,0.640414
0.364275,0.586439
0.42657,0.537898
0.488084,0.496131
0.548939,0.461384
0.609457,0.432325
0.670834,0.407669
0.730784,0.386641
0.789375,0.36848
0.847463,0.352453
0.905443,0.338146
0.962802,0.325306
1.02015,0.313833
1.08093,0.303432
1.13773,0.294057
1.19443,0.285542
1.25077,0.27779
1.30685,0.270683
1.36285,0.264161
1.4186,0.258174
1.47411,0.252647
1.5297,0.247495
1.58503,0.2427
1.64012,0.238254
1.69516,0.234092
1.74987,0.230211
1.80471,0.226569
1.85931,0.223151
1.91373,0.219947
1.96989,0.21693
2.02526,0.214066
2.0803,0.211326
2.13526,0.208713
2.19033,0.206218
2.24447,0.203845
2.29843,0.201564
2.35212,0.199384
2.40587,0.19732
2.45966,0.195353
2.51323,0.193493
2.56695,0.191716
2.62075,0.190016
2.67401,0.188386
2.72752,0.18682
2.78088,0.185307
2.83412,0.183853
2.89019,0.182457
2.94382,0.181111
2.99716,0.179814
3.05341,0.178562
3.10736,0.177349
3.16031,0.17617
3.21337,0.175028
3.26621,0.173926
3.31894,0.172862
3.37165,0.171833
3.42422,0.17083
3.47714,0.169857
3.52968,0.168912
3.58233,0.167995
3.63486,0.1671
3.6873,0.166225
3.73973,0.165374
3.7924,0.164543
3.84468,0.163735
3.89737,0.16295
3.94956,0.162183
4.00195,0.161434
4.05436,0.160702
4.10676,0.159988
4.16343,0.159287
4.21629,0.1586
4.26874,0.157927
4.32081,0.15727
4.37343,0.156627
4.42575,0.155998
4.47788,0.155379
4.53008,0.154768
4.58216,0.154169
4.63413,0.15358
4.6863,0.153001
4.73818,0.152432
4.79025,0.15187
4.84467,0.151319
4.89689,0.150778
4.94899,0.150245
5.00075,0.14972
5.056,0.149202
5.1085,0.148691
5.16025,0.14819
5.21229,0.147698
5.26391,0.147215
5.31576,0.146742
5.36751,0.146276
5.41913,0.145819
5.471,0.145369
5.52258,0.144924
5.57449,0.144485
5.62627,0.144054
5.67783,0.143629
5.72966,0.143211
5.78133,0.1428
5.83291,0.142391
5.88453,0.141989
5.93607,0.141593
5.98769,0.141202
6.03924,0.140818
6.09094,0.140437
6.14764,0.14006
6.1999,0.139689
6.2519,0.139323
6.30355,0.138963
6.35501,0.138607
6.40668,0.138257
6.4581,0.137911
6.50959,0.13757
6.56107,0.137232
6.61287,0.136901
6.66419,0.136575
6.71579,0.136253
6.76826,0.135934
6.82139,0.13562
6.87366,0.135311
6.92491,0.135005
6.97609,0.134702
7.02792,0.134402
7.07918,0.134108
7.13069,0.133817
7.18209,0.133529
7.23343,0.133244
7.28463,0.132963
7.33604,0.132686
7.38727,0.13241
7.43848,0.132138
7.48986,0.131869
7.54111,0.131604
7.59241,0.131342
7.64364,0.131083
7.69488,0.130828
7.74603,0.130575
7.79715,0.130325
7.84838,0.130079
7.89959,0.129833
7.95071,0.129591
8.00202,0.129349
8.05398,0.129109
8.11035,0.128872
8.16221,0.128635
8.21386,0.128401
8.26862,0.128169
8.31998,0.127939
8.37098,0.127712
8.42222,0.127486
8.4733,0.127263
8.52469,0.127042
8.57563,0.126825
8.62704,0.126608
8.678,0.126393
8.72899,0.126181
8.78022,0.125971
8.83113,0.125761
8.88215,0.125554
8.93427,0.125348
8.98675,0.125145
9.03807,0.124943
9.08897,0.124744
9.14022,0.124545
9.19121,0.124348
9.24202,0.124152
9.29312,0.123959
9.3442,0.123768
9.39518,0.123577
9.44614,0.123389
9.49709,0.123202
9.54809,0.123017
9.59931,0.122835
9.6501,0.122654
9.7015,0.122475
9.75234,0.122297
9.80319,0.12212
9.85413,0.121945
9.90508,0.121772
9.95586,0.121601
10.0069,0.121432
10.0578,0.121265
10.1087,0.121098
10.1597,0.120933
10.2144,0.120768
10.2672,0.120605
10.3186,0.120443
10.3696,0.120284
10.4205,0.120125
10.4713,0.119967
10.5222,0.119811
10.573,0.119656
10.6239,0.119502
10.6747,0.119348
10.7258,0.119196
10.7764,0.119045
10.828,0.118897
10.8801,0.118749
10.9319,0.118602
10.9831,0.118455
11.0343,0.11831
11.0851,0.118166
11.136,0.118024
11.1867,0.117884
11.2378,0.117745
11.2885,0.117605
11.3393,0.117465
11.3903,0.117327
11.4409,0.11719
11.4916,0.117056
11.5424,0.116922
11.5932,0.116789
11.6442,0.116658
11.695,0.116527
11.7458,0.116397
11.7967,0.116268
11.8477,0.116139
11.8983,0.116014
11.949,0.115892
12,0.11577
12.0506,0.115647
12.1013,0.115525
12.1528,0.115402
12.2066,0.115281
12.2574,0.115162
12.3083,0.115046
12.359,0.114933
12.4097,0.114818
12.4605,0.114704
12.5111,0.114587
12.5618,0.114473
12.6129,0.114359
12.6635,0.11425
12.7142,0.114143
12.7648,0.11404
12.8155,0.113928
12.8682,0.11382
12.9191,0.113711
12.9702,0.113604
13.0217,0.113497
13.0724,0.113392
13.123,0.11329
13.1738,0.113192
13.2245,0.113088
13.2749,0.112988
13.3256,0.112881
13.3801,0.112779
13.4308,0.112678
13.4814,0.11258
13.5322,0.112484
13.5828,0.11239
13.6337,0.112286
13.6841,0.112188
13.735,0.112091
13.7854,0.111991
13.8361,0.111895
13.8864,0.1118
13.937,0.111709
13.9877,0.111625
14.0382,0.111525
14.0887,0.111434
14.1427,0.111338
14.1956,0.111243
14.2463,0.11115
14.2969,0.111061
14.3475,0.110975
14.3982,0.110891
14.4488,0.1108
14.4994,0.110712
14.55,0.110616
14.6007,0.110528
14.6512,0.110437
14.7016,0.110349
14.7524,0.110267
14.8029,0.110191
14.8555,0.110106
14.9059,0.110023
14.9565,0.10993
15.0069,0.109844
15.0575,0.109758
15.1079,0.109674
15.1586,0.109589
15.2091,0.109512
15.2595,0.109437
15.3102,0.109357
15.3607,0.109274
15.411,0.109187
15.4616,0.109101
15.512,0.109018
15.5625,0.108935
15.613,0.108858
15.6636,0.108789
15.7141,0.108718
15.7649,0.108636
15.8153,0.108559
15.8656,0.108474
15.9161,0.108392
15.9666,0.108313
16.017,0.108236
16.0681,0.10816
16.1219,0.108096
16.1725,0.108031
16.2229,0.107957
16.2736,0.107879
16.3241,0.1078
16.3749,0.107721
16.4253,0.107645
16.4758,0.107572
16.5263,0.107502
16.5768,0.10744
16.6274,0.107375
16.6779,0.107305
16.7284,0.107233
16.7808,0.107158
16.832,0.107082
16.8828,0.107009
16.9338,0.106938
16.9846,0.106872
17.035,0.106821
17.0855,0.106767
17.1359,0.106692
17.1862,0.10662
17.2369,0.106551
17.2872,0.106482
17.3375,0.106411
17.3878,0.106346
17.4382,0.106279
17.4885,0.106219
17.5389,0.106166
17.5894,0.106106
17.6397,0.106043
17.69,0.105974
17.7406,0.105903
17.7908,0.105834
17.8413,0.105766
