Loss,Accuracy
0.027493,0.924579
0.051137,0.849088
0.07258,0.7738
0.092316,0.702107
0.110877,0.641106
0.128311,0.587157
0.144852,0.53859
0.160101,0.496805
0.17517,0.462026
0.189674,0.432916
0.203902,0.408204
0.217869,0.387134
0.231528,0.36894
0.245197,0.352889
0.258784,0.338567
0.272029,0.325703
0.285069,0.314208
0.298231,0.303793
0.311515,0.29439
0.324444,0.285858
0.336918,0.278093
0.34935,0.270967
0.361605,0.264427
0.37375,0.258417
0.385822,0.252875
0.397867,0.24771
0.409916,0.242898
0.421929,0.23844
0.433975,0.234271
0.446002,0.230382
0.457942,0.226732
0.471605,0.223301
0.48851,0.22009
0.50398,0.217065
0.518324,0.214197
0.531801,0.21145
0.544612,0.208831
0.556877,0.206333
0.568318,0.203955
0.579688,0.20167
0.591002,0.199484
0.60232,0.197414
0.613574,0.195444
0.624863,0.193581
0.636056,0.1918
0.647275,0.190096
0.658456,0.188464
0.669646,0.186895
0.680766,0.18538
0.69203,0.183924
0.70324,0.182526
0.714327,0.181179
0.725362,0.17988
0.736379,0.178627
0.74738,0.177411
0.758358,0.176232
0.769273,0.175088
0.780186,0.173984
0.791026,0.172919
0.801953,0.171889
0.812915,0.170886
0.823742,0.169912
0.834508,0.168966
0.845339,0.168047
0.856235,0.167151
0.867092,0.166277
0.877885,0.165424
0.888627,0.164593
0.89936,0.163783
0.910091,0.162998
0.92089,0.16223
0.931649,0.161481
0.942415,0.160746
0.953219,0.160031
0.963909,0.15933
0.97468,0.158643
0.985412,0.15797
0.99609,0.157311
1.01165,0.156668
1.02376,0.156038
1.03433,0.155417
1.04491,0.154806
1.05553,0.154206
1.06608,0.153616
1.0766,0.153036
1.08718,0.152466
1.09784,0.151904
1.10838,0.151353
1.11887,0.150812
1.12946,0.150278
1.13997,0.149754
1.15052,0.149235
1.16099,0.148724
1.17151,0.148223
1.18204,0.14773
1.19257,0.147246
1.20299,0.146773
1.21347,0.146307
1.22392,0.145849
1.23434,0.145398
1.24477,0.144953
1.25535,0.144514
1.26584,0.144083
1.27621,0.143658
1.28662,0.143239
1.29712,0.142827
1.30753,0.142419
1.31794,0.142017
1.32825,0.14162
1.33855,0.14123
1.34887,0.140844
1.35923,0.140463
1.36957,0.140087
1.37989,0.139715
1.39026,0.139349
1.40051,0.138987
1.41085,0.138631
1.42121,0.138281
1.43152,0.137935
1.44177,0.137593
1.45209,0.137255
1.4624,0.136923
1.47266,0.136596
1.48291,0.136274
1.49321,0.135955
1.50349,0.135641
1.51371,0.135331
1.52393,0.135025
1.53413,0.134722
1.5444,0.134422
1.55476,0.134128
1.56503,0.133837
1.57532,0.133549
1.58557,0.133263
1.59574,0.132982
1.60597,0.132704
1.6162,0.132429
1.62642,0.132156
1.63656,0.131887
1.64677,0.131621
1.65699,0.131359
1.66723,0.1311
1.67745,0.130845
1.68764,0.130592
1.69787,0.130342
1.70802,0.130095
1.71828,0.12985
1.7284,0.129608
1.73861,0.129366
1.74884,0.129127
1.75908,0.128889
1.76925,0.128652
1.77939,0.128417
1.7895,0.128185
1.79963,0.127955
1.80975,0.127728
1.81994,0.127502
1.83009,0.12728
1.84032,0.127059
1.85057,0.126841
1.86086,0.126624
1.87105,0.126409
1.88121,0.126196
1.89134,0.125986
1.90156,0.125777
1.91168,0.125569
1.92183,0.125364
1.93194,0.12516
1.94214,0.124959
1.95247,0.124758
1.96287,0.12456
1.97315,0.124363
1.98356,0.124167
1.99415,0.123973
2.00435,0.123781
2.01447,0.12359
2.02461,0.123402
2.03467,0.123215
2.04475,0.123031
2.0549,0.122848
2.065,0.122666
2.07508,0.122487
2.08519,0.122309
2.09525,0.122133
2.10535,0.121958
2.1154,0.121785
2.12552,0.121613
2.13553,0.121444
2.14567,0.121276
2.15585,0.12111
2.16602,0.120945
2.17619,0.120782
2.1863,0.120618
2.19633,0.120456
2.2064,0.120295
2.21654,0.120136
2.22662,0.119979
2.23661,0.119826
2.2467,0.119669
