index,Cross Entropy,Accuracy
0,1.00016,0.476534,0.022214
1,0.770405,0.901739,0.041022
2,0.650612,0.905444,0.058163
3,0.57443,0.912854,0.074391
4,0.520473,0.913941,0.08987
5,0.479771,0.916411,0.104551
6,0.447704,0.918882,0.118741
7,0.421626,0.918042,0.132271
8,0.39991,0.918635,0.145227
9,0.381477,0.918437,0.157618
10,0.365577,0.921154,0.170025
11,0.35169,0.919326,0.182411
12,0.339428,0.923624,0.194808
13,0.328503,0.921895,0.207248
14,0.318687,0.922982,0.219675
15,0.309805,0.925501,0.231964
16,0.301721,0.923624,0.244371
17,0.294317,0.926045,0.256678
18,0.287503,0.927972,0.269134
19,0.281206,0.928861,0.281472
20,0.275362,0.927033,0.293838
21,0.269923,0.928515,0.306209
22,0.264833,0.928416,0.318558
23,0.260062,0.928663,0.330968
24,0.255577,0.929948,0.34344
25,0.251352,0.930837,0.355806
26,0.247361,0.930046,0.368335
27,0.243582,0.931529,0.380716
28,0.239995,0.932517,0.393032
29,0.236585,0.934789,0.405373
30,0.233339,0.933208,0.417696
31,0.230241,0.933554,0.430002
32,0.227283,0.935382,0.442563
33,0.224452,0.934641,0.454991
34,0.221738,0.934591,0.467552
35,0.219131,0.935085,0.480073
36,0.216629,0.936172,0.492604
37,0.214223,0.93227,0.504917
38,0.211905,0.93385,0.517311
39,0.209671,0.937901,0.529601
40,0.207511,0.937654,0.542068
41,0.205428,0.936321,0.55457
42,0.203414,0.93716,0.567061
43,0.201466,0.934987,0.57939
44,0.199579,0.935876,0.591763
45,0.197752,0.936963,0.604113
46,0.195978,0.936568,0.616543
47,0.194258,0.936222,0.62912
48,0.192586,0.936617,0.641551
49,0.190961,0.936617,0.653943
50,0.189382,0.938692,0.666469
51,0.187844,0.938099,0.678824
52,0.186348,0.937654,0.691129
53,0.184889,0.938642,0.703525
54,0.183467,0.938445,0.715957
55,0.182081,0.937901,0.728319
56,0.180729,0.937358,0.740723
57,0.179408,0.939828,0.753174
58,0.178119,0.938939,0.765683
59,0.176859,0.940273,0.778108
60,0.175627,0.941261,0.790478
61,0.174422,0.940421,0.802801
62,0.173244,0.940075,0.815275
63,0.172089,0.939482,0.827647
64,0.170959,0.943286,0.840034
65,0.169853,0.93968,0.852329
66,0.168769,0.940273,0.864831
67,0.167707,0.940816,0.877215
68,0.166665,0.942545,0.889531
69,0.165644,0.943187,0.901855
70,0.164642,0.943484,0.91433
71,0.163658,0.942743,0.926702
72,0.162693,0.941656,0.939163
73,0.161745,0.941508,0.9515
74,0.160814,0.942101,0.96388
75,0.159898,0.942397,0.976412
76,0.159,0.943237,0.988888
77,0.158116,0.941804,1.00291
78,0.157247,0.948918,1.02198
79,0.156392,0.941854,1.03434
80,0.155553,0.940569,1.04671
81,0.154726,0.941952,1.05893
82,0.153912,0.945262,1.0713
83,0.153111,0.940866,1.08377
84,0.152323,0.941903,1.09622
85,0.151547,0.942446,1.10852
86,0.150782,0.941656,1.12081
87,0.150028,0.942496,1.13305
88,0.149286,0.943978,1.14542
89,0.148554,0.945509,1.15778
90,0.147833,0.94136,1.17026
91,0.147122,0.942792,1.18251
92,0.146421,0.943879,1.19489
93,0.14573,0.945658,1.20726
94,0.145048,0.945065,1.21958
95,0.144375,0.941705,1.23179
96,0.143712,0.94462,1.24414
97,0.143057,0.944472,1.25652
98,0.142411,0.944175,1.2691
99,0.141774,0.945361,1.28144
100,0.141145,0.946596,1.29372
101,0.140523,0.94294,1.30611
102,0.13991,0.944669,1.31854
103,0.139304,0.94294,1.33076
104,0.138704,0.942743,1.3431
105,0.138113,0.943286,1.35531
106,0.137528,0.942397,1.36768
107,0.136951,0.946646,1.37993
108,0.13638,0.946349,1.3923
109,0.135816,0.945608,1.40458
110,0.135258,0.943484,1.41697
111,0.134707,0.945905,1.42936
112,0.134162,0.946695,1.44169
113,0.133622,0.945707,1.454
114,0.13309,0.945608,1.46659
115,0.132562,0.948177,1.47887
116,0.132041,0.947288,1.49117
117,0.131526,0.945855,1.5035
118,0.131015,0.945262,1.5158
119,0.13051,0.945213,1.52812
120,0.130011,0.9463,1.54049
121,0.129517,0.947387,1.55268
122,0.129027,0.945262,1.56495
123,0.128543,0.94877,1.57732
124,0.128064,0.945905,1.58955
125,0.12759,0.947634,1.60196
126,0.127121,0.946893,1.61434
127,0.126655,0.945707,1.62702
128,0.126195,0.948819,1.63941
129,0.125739,0.947535,1.65182
130,0.125288,0.946596,1.66421
131,0.124841,0.946991,1.67665
132,0.124398,0.948029,1.68887
133,0.123959,0.948128,1.7011
134,0.123525,0.949017,1.71337
135,0.123095,0.948424,1.7286
136,0.122668,0.949116,1.74603
137,0.122245,0.948869,1.76255
138,0.121826,0.948226,1.77822
139,0.121411,0.948523,1.79322
140,0.121,0.948276,1.80742
141,0.120592,0.948078,1.82131
142,0.120188,0.947831,1.83476
143,0.119787,0.948375,1.84806
144,0.119389,0.947337,1.86114
145,0.118995,0.946695,1.87363
146,0.118604,0.948226,1.88586
147,0.118218,0.947732,1.89831
148,0.117834,0.945114,1.91061
149,0.117453,0.943879,1.92288
150,0.117075,0.948819,1.93516
151,0.116701,0.948918,1.94891
152,0.11633,0.947238,1.96157
153,0.115962,0.948078,1.97414
154,0.115596,0.946942,1.98654
155,0.115234,0.946744,1.99884
156,0.114874,0.94793,2.01114
157,0.114517,0.944521,2.02343
158,0.114164,0.948128,2.03574
159,0.113813,0.947584,2.04824
160,0.113464,0.949313,2.06056
161,0.113119,0.949412,2.07292
162,0.112775,0.94956,2.08525
163,0.112435,0.949956,2.09759
164,0.112097,0.949511,2.11015
165,0.111762,0.950005,2.12251
166,0.111429,0.946893,2.1348
167,0.111099,0.95124,2.14712
168,0.110771,0.950697,2.15942
169,0.110446,0.948572,2.17179
170,0.110124,0.948128,2.18411
171,0.109803,0.948375,2.1964
172,0.109484,0.946893,2.20891
173,0.109168,0.950499,2.22129
174,0.108854,0.949165,2.23353
175,0.108543,0.950499,2.24579
176,0.108234,0.948918,2.25814
177,0.107926,0.948276,2.27056
178,0.107621,0.949313,2.28291
179,0.107319,0.948967,2.29522
180,0.107018,0.947732,2.30751
181,0.106719,0.948869,2.31983
182,0.106422,0.949066,2.33211
183,0.106128,0.950301,2.34445
184,0.105835,0.949066,2.35688
185,0.105545,0.951289,2.36932
186,0.105256,0.949017,2.38164
187,0.104969,0.949165,2.39389
188,0.104684,0.951685,2.40616
189,0.104402,0.947634,2.41847
190,0.10412,0.951487,2.43072
191,0.103841,0.95124,2.44306
192,0.103564,0.949215,2.45539
193,0.103288,0.950499,2.46772
194,0.103014,0.947436,2.48015
195,0.102741,0.949363,2.49248
196,0.102471,0.951981,2.50473
197,0.102202,0.94872,2.51701
198,0.101935,0.948622,2.5294
199,0.10167,0.950944,2.54174
200,0.101406,0.948226,2.55415
201,0.101143,0.949956,2.56646
202,0.100883,0.950845,2.57881
203,0.100624,0.951042,2.59111
204,0.100367,0.947881,2.60338
205,0.100112,0.950944,2.61586
206,0.0998574,0.948424,2.62841
207,0.0996047,0.951882,2.64072
208,0.0993537,0.951783,2.6533
209,0.0991039,0.951586,2.66568
210,0.0988557,0.952129,2.67808
211,0.0986091,0.953364,2.69038
212,0.098364,0.950697,2.70267
213,0.09812,0.952574,2.715
214,0.0978775,0.950795,2.72734
215,0.0976364,0.951981,2.73962
216,0.097397,0.950548,2.75197
217,0.0971588,0.951042,2.76432
218,0.0969222,0.951191,2.77682
219,0.0966869,0.951783,2.78927
220,0.0964528,0.950993,2.80168
221,0.0962202,0.951981,2.81415
222,0.0959888,0.952673,2.82653
223,0.0957586,0.951339,2.83894
224,0.0955296,0.951882,2.85141
225,0.0953024,0.950697,2.86369
226,0.0950763,0.951685,2.87605
227,0.0948513,0.950054,2.88831
228,0.0946274,0.951833,2.9006
229,0.0944049,0.952524,2.91291
230,0.0941838,0.948967,2.92522
231,0.0939636,0.950894,2.93766
232,0.0937447,0.952376,2.95004
233,0.0935268,0.952722,2.96248
234,0.0933104,0.951438,2.97501
235,0.0930948,0.953315,2.98746
236,0.0928804,0.952327,2.99975
237,0.0926675,0.952821,3.01295
238,0.0924558,0.953562,3.02548
239,0.0922452,0.954204,3.03774
240,0.0920358,0.950203,3.05011
241,0.0918271,0.954797,3.06237
242,0.0916194,0.952277,3.07477
243,0.091413,0.95203,3.08706
244,0.0912075,0.951536,3.09939
245,0.0910034,0.951833,3.11181
246,0.0908003,0.95292,3.12443
247,0.0905979,0.954204,3.13686
248,0.0903966,0.948967,3.1492
249,0.0901964,0.954254,3.16155
250,0.0899976,0.953315,3.17399
251,0.0897992,0.953018,3.18629
252,0.0896022,0.949165,3.19857
253,0.089406,0.952673,3.21082
254,0.0892108,0.951141,3.22313
255,0.0890167,0.953661,3.23543
256,0.0888234,0.952673,3.24774
257,0.0886312,0.950845,3.26017
258,0.0884396,0.952574,3.27266
259,0.0882492,0.952524,3.28521
260,0.0880598,0.953117,3.29764
261,0.0878713,0.953117,3.30997
262,0.0876838,0.953414,3.3223
263,0.087497,0.950746,3.33457
264,0.0873111,0.954748,3.34692
265,0.0871261,0.954501,3.35942
266,0.0869419,0.954599,3.37195
267,0.0867587,0.954352,3.38437
268,0.0865764,0.952821,3.39679
269,0.0863949,0.953068,3.40913
270,0.0862144,0.954599,3.42145
271,0.0860348,0.952277,3.43375
272,0.0858561,0.954007,3.44603
273,0.0856779,0.954945,3.45834
274,0.0855005,0.954599,3.47078
275,0.0853241,0.954995,3.48322
276,0.0851487,0.952673,3.49557
277,0.0849739,0.955291,3.50787
278,0.0848001,0.953216,3.52018
279,0.084627,0.953364,3.5326
280,0.0844548,0.954896,3.54518
281,0.0842832,0.955044,3.55763
282,0.0841125,0.952673,3.57004
283,0.0839424,0.95455,3.58239
284,0.0837732,0.954254,3.59472
285,0.0836046,0.955143,3.60707
286,0.0834369,0.954698,3.61956
287,0.0832699,0.953117,3.63201
288,0.0831037,0.954402,3.64434
289,0.0829382,0.953068,3.65672
290,0.0827736,0.954105,3.6693
291,0.0826095,0.955538,3.68174
292,0.0824464,0.954105,3.69401
293,0.0822838,0.955983,3.70639
294,0.0821219,0.953216,3.71885
295,0.0819605,0.955834,3.73127
296,0.0818,0.955538,3.74364
297,0.0816404,0.953908,3.75598
298,0.0814812,0.954599,3.76836
299,0.0813228,0.954945,3.78093
300,0.0811652,0.954352,3.79336
301,0.081008,0.951042,3.80562
302,0.0808516,0.955538,3.818
303,0.080696,0.953562,3.83046
304,0.0805411,0.954748,3.84293
305,0.0803869,0.954303,3.85537
306,0.0802334,0.955192,3.86786
307,0.0800803,0.954501,3.88028
308,0.0799278,0.954056,3.89255
309,0.079776,0.953463,3.90485
310,0.0796249,0.956575,3.91718
311,0.0794744,0.95702,3.92947
312,0.0793244,0.95618,3.94185
313,0.0791751,0.957613,3.95428
314,0.0790264,0.954204,3.96671
315,0.0788785,0.954155,3.97916
316,0.078731,0.957712,3.99146
317,0.0785842,0.95539,4.00372
318,0.078438,0.953216,4.01603
319,0.0782924,0.954402,4.02836
320,0.0781475,0.954698,4.04087
321,0.0780031,0.954698,4.05331
322,0.0778591,0.954599,4.0656
323,0.0777159,0.956427,4.07802
324,0.0775731,0.956625,4.09047
325,0.0774311,0.956822,4.10282
326,0.0772894,0.953364,4.11515
327,0.0771486,0.95371,4.12751
328,0.0770082,0.956378,4.13992
329,0.0768683,0.956625,4.15244
330,0.076729,0.957366,4.16474
331,0.0765904,0.954797,4.17713
332,0.0764522,0.955834,4.18952
333,0.0763147,0.956724,4.20193
334,0.0761775,0.954649,4.21432
335,0.076041,0.955884,4.22672
336,0.0759051,0.955093,4.23903
337,0.0757697,0.953463,4.25136
338,0.0756348,0.956971,4.2637
339,0.0755005,0.954451,4.27622
340,0.0753668,0.954748,4.28858
341,0.0752334,0.957218,4.30091
342,0.0751006,0.958403,4.31322
343,0.074968,0.956872,4.32574
344,0.074836,0.955933,4.33803
345,0.0747047,0.954846,4.35038
346,0.0745739,0.955044,4.36282
347,0.0744436,0.956674,4.37528
348,0.0743138,0.957316,4.38755
349,0.0741843,0.954945,4.39984
350,0.0740553,0.954698,4.41212
351,0.0739269,0.956328,4.42444
352,0.0737989,0.954352,4.4368
353,0.0736716,0.957712,4.44906
354,0.0735448,0.958255,4.46156
355,0.0734182,0.954896,4.47395
356,0.0732924,0.955785,4.48634
357,0.0731668,0.958156,4.49885
358,0.0730418,0.954451,4.5113
359,0.0729172,0.953463,4.52374
360,0.072793,0.956773,4.53604
361,0.0726693,0.957662,4.5484
362,0.072546,0.955686,4.56077
363,0.0724234,0.95865,4.57313
364,0.0723011,0.954451,4.58542
365,0.072179,0.957415,4.59773
366,0.0720576,0.954649,4.61006
367,0.0719366,0.955192,4.62252
368,0.0718161,0.956131,4.63479
369,0.0716959,0.955587,4.64724
370,0.0715762,0.956081,4.65969
371,0.071457,0.95534,4.67204
372,0.0713381,0.955983,4.68452
373,0.0712197,0.955192,4.69693
374,0.0711017,0.956773,4.70925
375,0.070984,0.954254,4.72161
376,0.0708667,0.959046,4.7339
377,0.0707498,0.956427,4.74616
378,0.0706335,0.956131,4.75854
379,0.0705176,0.956081,4.77088
380,0.0704022,0.954402,4.78334
381,0.0702872,0.957909,4.79565
382,0.0701724,0.957267,4.80798
383,0.0700582,0.956724,4.82054
384,0.0699443,0.959836,4.83287
385,0.0698307,0.956328,4.84532
386,0.0697176,0.956872,4.85777
387,0.0696049,0.958552,4.87015
388,0.0694926,0.957959,4.88251
389,0.0693806,0.955736,4.89478
390,0.069269,0.954352,4.90705
391,0.069158,0.956625,4.91937
392,0.0690471,0.956131,4.93176
393,0.0689366,0.956575,4.94413
394,0.0688268,0.957119,4.95656
395,0.0687172,0.957761,4.96902
396,0.0686079,0.954945,4.98163
397,0.068499,0.959293,4.99397
398,0.0683905,0.959737,5.00685
399,0.0682822,0.9587,5.01965
400,0.0681746,0.957316,5.03195
401,0.0680672,0.956674,5.04424
402,0.0679602,0.955983,5.05651
403,0.0678535,0.957119,5.06886
404,0.0677473,0.956872,5.08126
405,0.0676412,0.958601,5.09363
406,0.0675356,0.956872,5.10594
407,0.0674304,0.957119,5.11841
408,0.0673254,0.95618,5.13071
409,0.0672208,0.957168,5.143
410,0.0671166,0.95865,5.15532
411,0.0670127,0.957465,5.16756
412,0.0669092,0.958354,5.1799
413,0.0668061,0.956822,5.19213
414,0.0667033,0.959144,5.20448
415,0.0666008,0.957069,5.21693
416,0.0664988,0.958947,5.22925
417,0.0663969,0.959243,5.24155
418,0.0662955,0.958502,5.25382
419,0.0661944,0.961713,5.26608
420,0.0660935,0.958354,5.27848
421,0.065993,0.957761,5.29077
422,0.0658927,0.957415,5.30327
423,0.0657929,0.959046,5.3157
424,0.0656934,0.960034,5.32801
425,0.0655942,0.95781,5.3403
426,0.0654953,0.955933,5.35276
427,0.0653966,0.95954,5.36505
428,0.0652984,0.955439,5.37744
429,0.0652005,0.958255,5.38967
430,0.0651028,0.958403,5.40188
431,0.0650055,0.956921,5.4141
432,0.0649085,0.956575,5.42648
433,0.0648117,0.956575,5.43881
434,0.0647153,0.958552,5.45102
435,0.0646194,0.955785,5.46333
436,0.0645236,0.955933,5.47575
437,0.0644282,0.958305,5.48822
438,0.0643332,0.957069,5.5005
439,0.0642383,0.954698,5.51281
440,0.0641436,0.957563,5.5252
441,0.0640493,0.956477,5.53748
442,0.0639553,0.955933,5.5497
443,0.0638615,0.958255,5.56199
444,0.063768,0.955439,5.57438
445,0.0636748,0.958305,5.58664
446,0.063582,0.955242,5.59887
447,0.0634895,0.960824,5.61127
448,0.063397,0.958749,5.62396
449,0.0633049,0.957316,5.63637
450,0.0632132,0.960775,5.64878
451,0.0631218,0.95781,5.66115
452,0.0630307,0.959194,5.67366
453,0.06294,0.958947,5.686
454,0.0628494,0.95702,5.69829
455,0.0627591,0.957316,5.71053
456,0.0626691,0.958255,5.72293
457,0.0625793,0.95702,5.73529
458,0.0624899,0.957119,5.74751
459,0.0624007,0.956279,5.75984
460,0.0623117,0.958502,5.77218
461,0.062223,0.958156,5.78469
462,0.0621344,0.959342,5.79706
463,0.0620464,0.958502,5.8093
464,0.0619586,0.960182,5.8216
465,0.0618709,0.957563,5.83402
466,0.0617835,0.959342,5.8463
467,0.0616966,0.958058,5.8587
468,0.0616097,0.953117,5.87109
469,0.0615232,0.95618,5.88349
470,0.0614369,0.957267,5.89574
471,0.0613509,0.959194,5.90796
472,0.0612651,0.958156,5.92033
473,0.0611795,0.958947,5.93252
474,0.0610943,0.958749,5.94473
475,0.0610092,0.959194,5.95712
476,0.0609245,0.959935,5.96946
477,0.06084,0.959243,5.98207
478,0.0607556,0.957712,5.99435
479,0.0606716,0.957959,6.00655
480,0.0605878,0.958008,6.01884
481,0.0605042,0.961417,6.03117
482,0.0604209,0.95865,6.0434
483,0.0603379,0.960429,6.05566
484,0.0602551,0.959836,6.06802
485,0.0601725,0.960528,6.08046
486,0.0600902,0.95534,6.09288
487,0.0600081,0.958799,6.10519
488,0.0599262,0.958453,6.11768
489,0.0598446,0.958453,6.13014
490,0.0597632,0.958848,6.14241
491,0.059682,0.959144,6.15469
492,0.0596011,0.961614,6.16702
493,0.0595204,0.96033,6.17946
494,0.0594399,0.957909,6.19171
495,0.0593598,0.960775,6.20398
496,0.0592797,0.957959,6.21623
497,0.0592,0.958996,6.22859
498,0.0591204,0.958058,6.2409
499,0.0590411,0.960725,6.25329
500,0.058962,0.960281,6.26563
501,0.0588832,0.957563,6.27806
502,0.0588046,0.958552,6.29035
503,0.0587261,0.958255,6.30274
504,0.058648,0.957909,6.31512
505,0.0585701,0.957316,6.32739
506,0.0584923,0.958799,6.33959
507,0.0584148,0.956921,6.35182
508,0.0583374,0.95865,6.36425
509,0.0582604,0.957316,6.37664
510,0.0581835,0.959243,6.38886
511,0.0581069,0.957119,6.40111
512,0.0580304,0.96364,6.41438
513,0.0579542,0.962306,6.42675
514,0.0578783,0.958749,6.43897
515,0.0578024,0.96196,6.45116
516,0.0577267,0.961763,6.46355
517,0.0576513,0.960824,6.476
518,0.0575762,0.961071,6.48831
519,0.0575012,0.96201,6.50053
520,0.0574263,0.960281,6.51281
521,0.0573517,0.963195,6.52522
522,0.0572773,0.962257,6.53741
523,0.0572032,0.962059,6.54957
524,0.0571292,0.962504,6.5618
525,0.0570554,0.960626,6.57413
526,0.0569817,0.959638,6.58637
527,0.0569084,0.960775,6.59857
528,0.0568352,0.963788,6.61096
529,0.0567623,0.960132,6.62352
530,0.0566896,0.961763,6.63592
531,0.056617,0.960478,6.64821
532,0.0565447,0.961219,6.66052
533,0.0564726,0.962948,6.67278
534,0.0564006,0.962652,6.68502
535,0.0563287,0.959935,6.69723
536,0.056257,0.963294,6.70939
537,0.0561856,0.960577,6.72163
538,0.0561144,0.962899,6.7338
539,0.0560434,0.960577,6.74593
540,0.0559726,0.962355,6.75825
541,0.0559018,0.960676,6.77062
542,0.0558314,0.960824,6.78313
543,0.0557611,0.963936,6.79538
544,0.055691,0.959638,6.80755
545,0.0556211,0.961022,6.81976
546,0.0555513,0.961565,6.83211
547,0.0554818,0.95954,6.84432
548,0.0554125,0.962108,6.8565
549,0.0553433,0.962257,6.86873
550,0.0552744,0.960873,6.88107
