index,Cross Entropy,Accuracy
0,1.00016,0.482265,0.035892
1,0.770285,0.915769,0.066988
2,0.650422,0.920808,0.095019
3,0.574248,0.927428,0.120506
4,0.52031,0.929602,0.144412
5,0.479605,0.931578,0.165676
6,0.447541,0.933406,0.186303
7,0.421472,0.933949,0.206938
8,0.399759,0.936074,0.227516
9,0.381329,0.935678,0.24814
10,0.365437,0.938692,0.268999
11,0.351557,0.939828,0.289589
12,0.339303,0.941755,0.31023
13,0.328383,0.942792,0.3308
14,0.318566,0.942595,0.351318
15,0.309689,0.943187,0.371996
16,0.301602,0.944225,0.392606
17,0.2942,0.944472,0.4132
18,0.287387,0.943434,0.433871
19,0.28109,0.946695,0.454511
20,0.275249,0.94546,0.475168
21,0.269809,0.947041,0.495805
22,0.264725,0.948128,0.516428
23,0.259959,0.946497,0.536993
24,0.255478,0.947436,0.557638
25,0.251256,0.948029,0.578356
26,0.247267,0.947881,0.598932
27,0.243489,0.950746,0.61959
28,0.239904,0.950746,0.640275
29,0.236497,0.951438,0.660916
30,0.233251,0.951734,0.681523
31,0.230156,0.950845,0.702126
32,0.227199,0.950301,0.722778
33,0.224367,0.950499,0.74339
34,0.221656,0.952426,0.764003
35,0.219054,0.951783,0.784576
36,0.216553,0.953216,0.805215
37,0.214149,0.954056,0.825888
38,0.211833,0.953809,0.846465
39,0.209599,0.954451,0.867123
40,0.207444,0.95292,0.887718
41,0.205363,0.955192,0.908245
42,0.20335,0.954155,0.928943
43,0.201402,0.954896,0.949565
44,0.199517,0.956477,0.97026
45,0.19769,0.955983,0.990859
46,0.195917,0.957316,1.01512
47,0.194197,0.956822,1.03886
48,0.192527,0.955933,1.05969
49,0.190903,0.957662,1.08031
50,0.189324,0.956328,1.10093
51,0.187787,0.956921,1.12152
52,0.18629,0.958403,1.14223
53,0.184833,0.957563,1.16291
54,0.183412,0.957563,1.18352
55,0.182026,0.956971,1.20412
56,0.180673,0.956081,1.22473
57,0.179353,0.957316,1.24541
58,0.178065,0.958601,1.26613
59,0.176806,0.959095,1.28672
60,0.175575,0.957316,1.30731
61,0.174371,0.959046,1.32788
62,0.173193,0.959293,1.34854
63,0.17204,0.960281,1.36926
64,0.170912,0.95865,1.38981
65,0.169807,0.959391,1.41046
66,0.168724,0.961417,1.43114
67,0.167662,0.960132,1.45175
68,0.166621,0.959293,1.47238
69,0.1656,0.959638,1.493
70,0.164598,0.959589,1.51358
71,0.163615,0.958255,1.53425
72,0.162651,0.959638,1.55484
73,0.161703,0.959885,1.57545
74,0.160773,0.960824,1.596
75,0.159858,0.960528,1.61659
76,0.158959,0.960528,1.63721
77,0.158076,0.96117,1.65786
78,0.157208,0.959293,1.67856
79,0.156354,0.96196,1.69916
80,0.155514,0.962652,1.71975
81,0.154688,0.962652,1.74032
82,0.153874,0.96196,1.76088
83,0.153073,0.961812,1.78152
84,0.152285,0.962751,1.80218
85,0.151509,0.961022,1.82282
86,0.150744,0.961812,1.84344
87,0.149991,0.963047,1.86401
88,0.149248,0.96196,1.8846
89,0.148517,0.963739,1.90515
90,0.147797,0.962948,1.92573
91,0.147086,0.962553,1.94638
92,0.146386,0.963245,1.96704
93,0.145695,0.963442,1.98778
94,0.145014,0.963936,2.00842
95,0.144342,0.963344,2.029
96,0.143678,0.964035,2.0496
97,0.143023,0.963591,2.07027
98,0.142378,0.963492,2.09086
99,0.14174,0.966604,2.12103
100,0.141111,0.967197,2.14988
101,0.140489,0.967839,2.1762
102,0.139875,0.966456,2.20063
103,0.139269,0.967444,2.22404
104,0.138671,0.965962,2.24511
105,0.138079,0.967049,2.26623
106,0.137494,0.966555,2.28754
107,0.136917,0.966209,2.30868
108,0.136346,0.966406,2.32963
109,0.135782,0.967246,2.35054
110,0.135225,0.96779,2.37151
111,0.134673,0.966752,2.39244
112,0.134128,0.967642,2.41345
113,0.133589,0.967987,2.43447
114,0.133056,0.967642,2.45562
115,0.13253,0.967938,2.47668
116,0.132008,0.967296,2.49775
117,0.131493,0.968827,2.51872
118,0.130983,0.969222,2.53969
119,0.130478,0.968778,2.56064
120,0.129979,0.968778,2.58164
121,0.129484,0.968333,2.60252
122,0.128995,0.967938,2.62347
123,0.128512,0.968531,2.64454
124,0.128032,0.968975,2.66568
125,0.127558,0.968877,2.68677
126,0.127088,0.968679,2.70785
127,0.126623,0.969716,2.72884
128,0.126163,0.969173,2.74969
129,0.125707,0.968333,2.77069
130,0.125256,0.969716,2.79167
131,0.124808,0.970013,2.81264
132,0.124365,0.969519,2.83374
133,0.123927,0.968926,2.85501
134,0.123492,0.97026,2.87602
135,0.123061,0.97026,2.89695
136,0.122635,0.970309,2.91803
137,0.122212,0.970853,2.93896
138,0.121793,0.968333,2.96001
139,0.121377,0.97105,2.98143
140,0.120966,0.969074,3.00271
141,0.120558,0.970853,3.02536
142,0.120154,0.970161,3.04653
143,0.119754,0.970013,3.06759
144,0.119357,0.969519,3.0885
145,0.118963,0.970359,3.10949
146,0.118572,0.970457,3.13047
147,0.118185,0.970803,3.15154
148,0.117801,0.971149,3.17278
149,0.117421,0.971594,3.19365
150,0.117043,0.971198,3.2147
151,0.116669,0.970457,3.23564
152,0.116297,0.970408,3.25653
153,0.115929,0.971495,3.27773
154,0.115564,0.971544,3.29871
155,0.115202,0.971742,3.31987
156,0.114842,0.969618,3.34087
157,0.114485,0.971742,3.36167
158,0.114132,0.970112,3.38263
159,0.113781,0.97189,3.40367
160,0.113432,0.970408,3.42476
161,0.113087,0.970359,3.4458
162,0.112744,0.97194,3.46668
163,0.112404,0.971643,3.48773
164,0.112066,0.971791,3.50854
165,0.111731,0.971742,3.5294
166,0.111399,0.972434,3.55017
167,0.111068,0.97273,3.57109
168,0.110741,0.972285,3.59206
169,0.110415,0.970853,3.61326
170,0.110093,0.972483,3.63423
171,0.109772,0.972088,3.65514
172,0.109454,0.972236,3.67607
173,0.109138,0.970606,3.6969
174,0.108824,0.971495,3.71805
175,0.108513,0.971693,3.73887
176,0.108204,0.972681,3.75986
177,0.107897,0.972631,3.78086
178,0.107592,0.972187,3.80166
179,0.107289,0.97189,3.82268
180,0.106988,0.972681,3.84385
181,0.10669,0.972631,3.86481
182,0.106393,0.972483,3.88595
183,0.106099,0.972088,3.90675
184,0.105806,0.973175,3.92775
185,0.105515,0.974508,3.94863
186,0.105226,0.97273,3.96973
187,0.10494,0.97273,3.99085
188,0.104655,0.973323,4.01189
189,0.104372,0.974113,4.03274
190,0.104091,0.972878,4.05397
191,0.103812,0.972582,4.07502
192,0.103534,0.973422,4.0958
193,0.103259,0.973767,4.11663
194,0.102985,0.974064,4.13751
195,0.102713,0.973026,4.15857
196,0.102442,0.972582,4.17989
197,0.102174,0.972335,4.20083
198,0.101907,0.973076,4.22171
199,0.101641,0.973273,4.24252
200,0.101378,0.972137,4.2633
201,0.101116,0.974163,4.28445
202,0.100855,0.972236,4.30535
203,0.100597,0.974706,4.32649
204,0.10034,0.973718,4.34726
205,0.100084,0.973372,4.36836
206,0.0998303,0.974212,4.38923
207,0.0995778,0.974261,4.41006
208,0.0993268,0.973076,4.43121
209,0.0990774,0.974212,4.45228
210,0.0988294,0.973916,4.47329
211,0.0985828,0.974953,4.49423
212,0.0983378,0.974854,4.51498
213,0.0980942,0.972779,4.53581
214,0.0978521,0.973619,4.55679
215,0.0976114,0.974558,4.57777
216,0.0973721,0.974508,4.59856
217,0.0971341,0.973471,4.61969
218,0.0968974,0.972532,4.6407
219,0.0966622,0.974064,4.66156
220,0.0964283,0.973767,4.68243
221,0.0961956,0.97441,4.70345
222,0.0959644,0.974755,4.72429
223,0.0957344,0.975249,4.7452
224,0.0955057,0.975744,4.76605
225,0.0952783,0.975991,4.78778
226,0.095052,0.975447,4.80868
227,0.0948271,0.975694,4.83007
228,0.0946034,0.976534,4.85104
229,0.0943808,0.975052,4.872
230,0.0941596,0.975744,4.89302
231,0.0939395,0.974311,4.91409
232,0.0937207,0.974113,4.93513
233,0.0935031,0.975496,4.956
234,0.0932865,0.975991,4.97699
235,0.0930713,0.974706,4.99797
236,0.0928573,0.976435,5.02054
237,0.0926444,0.975991,5.04214
238,0.0924325,0.976386,5.06319
239,0.0922218,0.975892,5.08424
240,0.0920123,0.975892,5.1053
241,0.0918037,0.97683,5.1264
242,0.0915962,0.975447,5.14755
243,0.0913897,0.976633,5.16859
244,0.0911844,0.975546,5.18978
245,0.0909802,0.975941,5.21094
246,0.0907769,0.976435,5.23192
247,0.0905747,0.976682,5.25292
248,0.0903736,0.976583,5.27413
249,0.0901735,0.975941,5.29534
250,0.0899743,0.975447,5.31624
251,0.0897763,0.975101,5.3372
252,0.0895791,0.975595,5.35817
253,0.089383,0.976979,5.37947
254,0.0891879,0.977374,5.40046
255,0.0889937,0.976682,5.42151
256,0.0888005,0.975842,5.44264
257,0.0886083,0.976534,5.46366
258,0.0884169,0.975546,5.48465
259,0.0882266,0.975842,5.50582
260,0.0880372,0.975348,5.5268
261,0.0878488,0.97688,5.5479
262,0.0876611,0.977473,5.56897
263,0.0874745,0.975447,5.58997
264,0.0872887,0.976781,5.61081
265,0.0871039,0.975991,5.63188
266,0.0869197,0.976979,5.65287
267,0.0867365,0.978312,5.67407
268,0.0865542,0.976435,5.69521
269,0.0863728,0.975793,5.7161
270,0.0861923,0.976633,5.73717
271,0.0860128,0.975941,5.75805
272,0.085834,0.977868,5.77904
273,0.0856561,0.977077,5.79995
274,0.0854789,0.976238,5.821
275,0.0853025,0.975892,5.84232
