index,Cross Entropy,Accuracy
115,0.132636,0.898478,0.937646
116,0.132115,0.895662,0.945473
117,0.1316,0.896651,0.953283
118,0.131089,0.893637,0.961127
119,0.130584,0.900356,0.968989
120,0.130083,0.89917,0.976857
121,0.129588,0.898429,0.984685
122,0.129099,0.891364,0.992493
123,0.128614,0.897935,1.00035
124,0.128135,0.911768,1.01378
125,0.12766,0.900109,1.02226
126,0.12719,0.893044,1.02948
127,0.126724,0.894427,1.03677
128,0.126263,0.898725,1.04399
129,0.125807,0.892649,1.05122
130,0.125355,0.893044,1.05843
131,0.124908,0.896996,1.06564
132,0.124465,0.895514,1.07285
133,0.124026,0.890623,1.08008
134,0.123591,0.891167,1.08729
135,0.12316,0.889438,1.09451
136,0.122733,0.895514,1.1017
137,0.12231,0.895662,1.10892
138,0.12189,0.900109,1.11617
139,0.121475,0.894032,1.12339
140,0.121063,0.89507,1.1306
141,0.120654,0.896749,1.1378
142,0.12025,0.89423,1.145
143,0.119849,0.894625,1.15222
144,0.119451,0.891167,1.15943
145,0.119057,0.893884,1.16667
146,0.118666,0.895415,1.17387
147,0.118278,0.888549,1.18108
148,0.117894,0.89418,1.18829
149,0.117513,0.89502,1.1955
150,0.117135,0.894625,1.2027
151,0.116761,0.891216,1.20989
152,0.11639,0.89339,1.21712
153,0.116022,0.894971,1.22432
154,0.115656,0.895564,1.23153
155,0.115293,0.89507,1.23872
156,0.114933,0.894082,1.24592
157,0.114577,0.889685,1.25314
158,0.114223,0.893983,1.26034
159,0.113871,0.896008,1.26753
160,0.113523,0.894032,1.27474
161,0.113178,0.89507,1.28194
162,0.112834,0.893637,1.28915
163,0.112494,0.892748,1.29636
164,0.112156,0.893884,1.30357
165,0.11182,0.898923,1.31077
166,0.111488,0.895168,1.31798
167,0.111157,0.894477,1.32521
168,0.11083,0.891463,1.33242
169,0.110504,0.893439,1.33963
170,0.110181,0.892797,1.34685
171,0.10986,0.893637,1.35407
172,0.109541,0.897046,1.36136
173,0.109225,0.895564,1.36858
174,0.108911,0.893044,1.37578
175,0.108599,0.896651,1.38299
176,0.10829,0.893933,1.39019
177,0.107982,0.897243,1.39739
178,0.107677,0.896157,1.40461
179,0.107374,0.894625,1.41183
180,0.107074,0.893835,1.41904
181,0.106775,0.896453,1.42623
182,0.106478,0.894823,1.43343
183,0.106183,0.898528,1.44064
184,0.10589,0.89502,1.44785
185,0.105599,0.897639,1.45505
186,0.105311,0.899466,1.46227
187,0.105024,0.898231,1.4695
188,0.104738,0.896255,1.47671
189,0.104455,0.897886,1.48391
190,0.104173,0.90001,1.49114
191,0.103894,0.891809,1.49835
192,0.103616,0.89749,1.50554
193,0.10334,0.897342,1.51275
194,0.103066,0.898725,1.51996
195,0.102794,0.899862,1.5272
196,0.102523,0.8926,1.53441
197,0.102254,0.892847,1.54162
198,0.101987,0.898034,1.54883
199,0.101721,0.89502,1.55604
200,0.101457,0.894576,1.56326
201,0.101195,0.895909,1.57047
202,0.100935,0.897589,1.57766
203,0.100676,0.898429,1.58487
204,0.100419,0.900603,1.59208
205,0.100163,0.904654,1.60667
206,0.0999089,0.904456,1.62544
207,0.0996563,0.90747,1.63795
208,0.0994052,0.896502,1.64556
209,0.0991555,0.89423,1.65299
210,0.0989076,0.897145,1.66039
211,0.0986611,0.89917,1.66779
212,0.0984158,0.897441,1.6752
213,0.0981724,0.898972,1.68259
214,0.09793,0.89833,1.68999
215,0.0976889,0.897095,1.69741
216,0.0974494,0.897145,1.70478
217,0.0972111,0.898627,1.71216
218,0.0969741,0.894971,1.71955
219,0.0967392,0.898182,1.72691
220,0.0965049,0.900603,1.73434
221,0.0962727,0.897441,1.74173
222,0.096041,0.896008,1.7491
223,0.095811,0.89833,1.75649
224,0.0955821,0.897293,1.76387
225,0.0953541,0.89917,1.77126
226,0.0951276,0.897836,1.77865
227,0.0949024,0.895218,1.78605
228,0.0946791,0.89749,1.79343
229,0.0944565,0.901344,1.80082
230,0.0942351,0.897688,1.80821
231,0.0940149,0.900356,1.81558
232,0.0937954,0.899516,1.82296
233,0.0935774,0.896947,1.83039
234,0.0933611,0.898577,1.83782
235,0.0931456,0.896404,1.84519
236,0.0929313,0.89838,1.85254
237,0.092718,0.901788,1.85993
238,0.0925063,0.898478,1.86734
239,0.0922951,0.897836,1.87474
240,0.092085,0.89749,1.88213
241,0.0918765,0.901937,1.88952
242,0.0916689,0.896255,1.8969
243,0.0914624,0.89749,1.90432
244,0.0912568,0.902678,1.91171
245,0.0910525,0.897688,1.9191
246,0.090849,0.898725,1.92647
247,0.0906465,0.899615,1.93385
248,0.0904451,0.89833,1.94123
249,0.0902452,0.898231,1.9486
250,0.0900463,0.899121,1.95596
251,0.0898476,0.89917,1.96337
252,0.0896506,0.900356,1.97076
253,0.0894545,0.899565,1.97813
254,0.0892594,0.89838,1.98551
255,0.0890647,0.900949,1.99287
256,0.0888713,0.897639,2.00026
257,0.0886791,0.901838,2.00765
258,0.0884877,0.903073,2.01504
259,0.0882972,0.896799,2.02241
260,0.0881081,0.90085,2.02979
261,0.0879194,0.899664,2.03718
262,0.0877318,0.900455,2.04455
263,0.0875449,0.897441,2.05193
264,0.0873587,0.897787,2.05996
265,0.0871738,0.901344,2.06737
266,0.0869894,0.902925,2.07476
267,0.0868061,0.904407,2.08216
268,0.0866236,0.900504,2.08954
269,0.0864422,0.901937,2.09691
270,0.0862613,0.899812,2.10432
271,0.0860816,0.899121,2.11171
272,0.0859026,0.901047,2.1191
273,0.0857245,0.902875,2.12648
274,0.0855472,0.901443,2.13386
275,0.0853706,0.903073,2.14123
276,0.0851948,0.901739,2.1486
277,0.08502,0.899763,2.15596
278,0.0848459,0.902579,2.16334
279,0.0846725,0.897688,2.17071
280,0.0845001,0.902381,2.17809
281,0.0843282,0.900553,2.18546
282,0.0841571,0.898133,2.19283
283,0.0839867,0.900306,2.20021
284,0.0838172,0.901788,2.2076
285,0.0836487,0.903172,2.21497
286,0.0834809,0.900059,2.22236
287,0.0833138,0.901245,2.22973
288,0.0831475,0.897589,2.23712
289,0.0829818,0.902381,2.24451
290,0.0828171,0.898281,2.2519
291,0.082653,0.902085,2.25927
292,0.0824897,0.898775,2.26663
293,0.0823268,0.901591,2.274
294,0.0821647,0.899763,2.28138
295,0.0820038,0.900702,2.28875
296,0.0818434,0.896996,2.29613
297,0.0816836,0.899071,2.30351
298,0.0815247,0.904011,2.3109
299,0.0813664,0.898034,2.31832
300,0.0812087,0.901838,2.32569
301,0.0810517,0.898775,2.33309
302,0.0808951,0.905296,2.34048
303,0.0807393,0.900109,2.34786
304,0.0805843,0.901047,2.35522
305,0.08043,0.902381,2.36262
306,0.080276,0.900257,2.37003
307,0.0801225,0.906976,2.37743
308,0.0799702,0.897243,2.3848
309,0.0798181,0.899121,2.3922
310,0.0796669,0.900455,2.39957
311,0.079516,0.901344,2.40696
312,0.0793659,0.902085,2.41435
313,0.0792164,0.901443,2.42176
314,0.0790678,0.900702,2.42915
315,0.0789194,0.900652,2.43654
316,0.0787719,0.899368,2.44393
317,0.078625,0.899121,2.45133
318,0.0784788,0.90332,2.45871
319,0.0783332,0.899565,2.46606
320,0.0781881,0.906679,2.47344
321,0.0780437,0.897046,2.48082
322,0.0778996,0.902678,2.4882
323,0.0777564,0.902925,2.49556
324,0.0776136,0.903616,2.50295
325,0.0774717,0.905444,2.51035
326,0.0773301,0.903567,2.51774
327,0.077189,0.90248,2.52513
328,0.0770485,0.90495,2.53251
329,0.0769089,0.897935,2.53991
330,0.0767695,0.901788,2.54729
331,0.0766308,0.901393,2.55466
332,0.0764924,0.902678,2.56205
333,0.0763546,0.903814,2.56944
334,0.0762175,0.900405,2.57681
335,0.0760809,0.902727,2.58421
336,0.0759448,0.899516,2.59162
337,0.0758092,0.903616,2.59899
338,0.0756745,0.899615,2.6064
339,0.07554,0.90248,2.61378
340,0.0754062,0.901937,2.62116
341,0.0752728,0.900702,2.62855
342,0.0751399,0.902085,2.63593
343,0.0750074,0.904505,2.64332
344,0.0748754,0.903814,2.65069
345,0.074744,0.902925,2.65804
346,0.074613,0.901838,2.66543
347,0.0744827,0.901245,2.67283
348,0.0743527,0.902628,2.68023
349,0.0742232,0.899812,2.6876
350,0.074094,0.902085,2.69498
351,0.0739654,0.901196,2.70238
352,0.0738374,0.900455,2.70978
353,0.07371,0.901393,2.71715
354,0.073583,0.903122,2.72453
355,0.0734565,0.900949,2.73191
356,0.0733305,0.90164,2.73931
357,0.0732048,0.899417,2.74667
358,0.0730797,0.903715,2.75403
359,0.072955,0.90169,2.76144
360,0.0728308,0.902776,2.76882
361,0.072707,0.902628,2.77619
362,0.0725835,0.901937,2.78355
363,0.0724607,0.904357,2.79093
364,0.0723384,0.90663,2.79832
365,0.0722164,0.901047,2.80569
366,0.0720948,0.902826,2.81344
367,0.0719736,0.901443,2.82083
368,0.0718531,0.902628,2.8282
369,0.071733,0.904703,2.83559
370,0.0716133,0.903221,2.84296
371,0.0714937,0.902628,2.85035
372,0.071375,0.902925,2.85771
373,0.0712566,0.900455,2.86509
374,0.0711387,0.901393,2.87247
375,0.071021,0.901097,2.87987
376,0.0709037,0.900702,2.88727
377,0.0707868,0.903517,2.89464
378,0.0706705,0.903764,2.90202
379,0.0705544,0.901788,2.9094
380,0.0704388,0.900306,2.91678
381,0.0703236,0.902134,2.92418
382,0.0702089,0.904901,2.93155
383,0.0700945,0.901591,2.93895
384,0.0699806,0.906482,2.94636
385,0.069867,0.900652,2.95376
386,0.069754,0.902974,2.96115
387,0.0696411,0.901591,2.96854
388,0.0695287,0.904209,2.97591
389,0.0694168,0.902134,2.98328
390,0.0693052,0.903122,2.99066
391,0.0691942,0.902974,2.99802
392,0.0690834,0.905,3.00631
393,0.0689728,0.907272,3.0139
394,0.0688627,0.899862,3.0213
395,0.0687531,0.904752,3.02868
396,0.0686439,0.89833,3.03608
397,0.068535,0.906185,3.04347
398,0.0684266,0.906383,3.05083
399,0.0683184,0.901788,3.0582
400,0.0682105,0.907717,3.06557
401,0.068103,0.903764,3.07295
402,0.0679957,0.901245,3.08037
403,0.0678889,0.906086,3.08775
404,0.0677824,0.904703,3.09513
405,0.0676765,0.902332,3.1025
406,0.0675709,0.901146,3.10989
407,0.0674655,0.901443,3.11728
408,0.0673604,0.903913,3.12468
409,0.0672557,0.905247,3.13208
410,0.0671512,0.904802,3.13949
411,0.0670472,0.900504,3.14685
412,0.0669436,0.901788,3.15423
413,0.0668404,0.903517,3.16162
414,0.0667375,0.90169,3.16898
415,0.0666348,0.906729,3.17638
416,0.0665325,0.902184,3.18375
417,0.0664306,0.907717,3.19111
418,0.0663291,0.903616,3.19848
419,0.0662279,0.902184,3.20585
420,0.066127,0.9008,3.21323
421,0.0660266,0.906037,3.22059
422,0.0659262,0.90416,3.22797
423,0.0658264,0.907272,3.23539
424,0.0657269,0.903715,3.24276
425,0.0656279,0.900702,3.25013
426,0.0655288,0.902579,3.2575
427,0.0654303,0.906482,3.26487
428,0.0653319,0.905098,3.27227
429,0.0652339,0.90663,3.27965
430,0.0651363,0.904258,3.28703
431,0.065039,0.905543,3.29442
432,0.064942,0.903468,3.3018
433,0.0648454,0.902085,3.30918
434,0.064749,0.905444,3.31656
435,0.0646529,0.90085,3.32394
436,0.0645571,0.902875,3.33133
437,0.0644615,0.902035,3.33871
438,0.0643664,0.907223,3.34609
439,0.0642713,0.903962,3.35346
440,0.0641766,0.900899,3.36086
441,0.0640823,0.905839,3.36826
442,0.0639883,0.901887,3.37564
443,0.0638945,0.905889,3.38301
444,0.0638011,0.903122,3.3904
445,0.063708,0.904604,3.39778
446,0.0636153,0.905098,3.40517
447,0.0635227,0.905345,3.41257
448,0.0634304,0.903073,3.41995
449,0.0633382,0.907321,3.42737
450,0.0632465,0.89917,3.43477
451,0.0631549,0.899071,3.44216
452,0.0630637,0.903616,3.44953
453,0.0629728,0.904505,3.4569
454,0.0628822,0.903764,3.46428
455,0.0627917,0.905,3.47166
456,0.0627015,0.907025,3.47903
457,0.0626119,0.902776,3.48642
458,0.0625224,0.906877,3.4938
459,0.0624331,0.902184,3.50117
460,0.062344,0.899022,3.50856
461,0.0622553,0.903666,3.51605
462,0.0621668,0.903666,3.52343
463,0.0620784,0.904802,3.53079
464,0.0619904,0.905691,3.53818
465,0.0619028,0.902431,3.54558
466,0.0618155,0.902035,3.55296
467,0.0617284,0.901937,3.56036
468,0.0616418,0.906136,3.56774
469,0.0615552,0.905098,3.57513
470,0.0614689,0.905098,3.5825
471,0.0613828,0.904654,3.58988
472,0.0612969,0.902727,3.59727
473,0.0612114,0.90416,3.60465
474,0.0611261,0.901146,3.61201
475,0.061041,0.902875,3.61939
476,0.0609562,0.902826,3.62677
477,0.0608717,0.90332,3.63417
478,0.0607874,0.903419,3.64155
479,0.0607033,0.90495,3.64895
480,0.0606195,0.90332,3.65636
481,0.060536,0.905148,3.66389
482,0.0604526,0.903419,3.67129
483,0.0603695,0.905691,3.67867
484,0.0602866,0.903023,3.68606
485,0.0602039,0.901986,3.69343
486,0.0601216,0.901541,3.7008
487,0.0600395,0.905049,3.70818
488,0.0599576,0.905642,3.71557
489,0.0598759,0.902184,3.72297
490,0.0597944,0.900257,3.73038
491,0.0597133,0.906729,3.73779
492,0.0596324,0.905395,3.74515
493,0.0595517,0.902579,3.75252
494,0.0594713,0.90579,3.7599
495,0.0593911,0.90579,3.76729
496,0.0593109,0.903221,3.77469
497,0.0592312,0.906827,3.78205
498,0.0591517,0.908309,3.78945
499,0.0590724,0.901788,3.79684
500,0.0589933,0.903023,3.80421
501,0.0589144,0.903814,3.81215
502,0.0588356,0.905049,3.81953
503,0.0587571,0.904851,3.82692
504,0.0586788,0.902727,3.83433
505,0.058601,0.904061,3.84172
506,0.058523,0.905494,3.84909
507,0.0584454,0.904061,3.85645
508,0.0583679,0.90579,3.86382
509,0.0582907,0.904209,3.8712
510,0.0582139,0.903863,3.87859
511,0.0581371,0.909742,3.88599
512,0.0580607,0.906432,3.89337
513,0.0579844,0.903023,3.90074
514,0.0579084,0.90495,3.90812
515,0.0578324,0.905444,3.91549
516,0.0577568,0.906136,3.92286
517,0.0576813,0.902579,3.93023
518,0.0576058,0.903122,3.93761
519,0.0575309,0.903369,3.94497
520,0.0574562,0.90332,3.95237
521,0.0573815,0.90332,3.95973
522,0.057307,0.907124,3.96713
523,0.0572328,0.902184,3.9745
524,0.0571587,0.904011,3.9819
525,0.057085,0.90658,3.98932
526,0.0570115,0.903764,3.99671
527,0.0569379,0.903962,4.00406
528,0.0568648,0.904802,4.01146
529,0.0567918,0.903715,4.01885
530,0.056719,0.905098,4.02623
531,0.0566463,0.901887,4.0336
532,0.0565739,0.902529,4.04102
533,0.0565017,0.902826,4.0484
534,0.0564297,0.904505,4.05576
535,0.0563579,0.907074,4.06313
536,0.0562862,0.907815,4.07052
537,0.0562147,0.907568,4.0779
538,0.0561434,0.906926,4.0853
539,0.0560724,0.906284,4.09268
540,0.0560015,0.905839,4.10006
541,0.0559308,0.904505,4.10746
542,0.0558603,0.905839,4.11485
543,0.05579,0.907568,4.12224
544,0.0557201,0.903814,4.1296
545,0.0556501,0.906482,4.13699
546,0.0555804,0.905049,4.14436
547,0.0555109,0.902776,4.15172
548,0.0554415,0.905247,4.1591
549,0.0553722,0.905247,4.16648
550,0.0553033,0.905,4.17388
551,0.0552344,0.905889,4.18128
552,0.0551657,0.906284,4.18866
553,0.0550972,0.906037,4.19602
554,0.0550289,0.907815,4.2034
555,0.0549608,0.905592,4.21079
556,0.0548928,0.904061,4.21817
557,0.0548251,0.903814,4.22554
558,0.0547575,0.905444,4.23291
559,0.0546901,0.903419,4.24033
560,0.0546228,0.905247,4.2477
561,0.0545557,0.903172,4.25506
562,0.0544887,0.907173,4.26242
563,0.054422,0.908902,4.26979
564,0.0543554,0.902529,4.27717
565,0.054289,0.90742,4.28451
566,0.0542228,0.905543,4.29191
567,0.0541567,0.905247,4.2993
568,0.0540908,0.90663,4.30666
569,0.054025,0.905,4.31406
570,0.0539595,0.907914,4.32145
571,0.0538941,0.902381,4.32883
572,0.0538289,0.903567,4.33622
573,0.0537639,0.906482,4.34361
574,0.0536991,0.90747,4.35097
575,0.0536343,0.906136,4.3584
576,0.05357,0.905741,4.36582
577,0.0535057,0.907717,4.3732
578,0.0534417,0.907025,4.38058
579,0.0533775,0.905148,4.38797
580,0.0533137,0.90327,4.39536
581,0.0532501,0.902925,4.40273
582,0.0531865,0.907568,4.41012
583,0.0531231,0.904654,4.4175
584,0.0530598,0.905247,4.42487
585,0.0529967,0.90411,4.43223
586,0.0529338,0.902134,4.43961
587,0.0528708,0.905197,4.44698
588,0.0528083,0.907074,4.45439
589,0.0527459,0.907124,4.46175
590,0.0526835,0.906877,4.46913
591,0.0526214,0.901838,4.47651
592,0.0525594,0.903863,4.48389
593,0.0524976,0.903517,4.49128
594,0.052436,0.908408,4.49865
595,0.0523743,0.903369,4.50605
596,0.052313,0.904258,4.51343
597,0.0522517,0.906235,4.52081
598,0.0521906,0.904308,4.52819
599,0.0521296,0.910137,4.53556
600,0.0520688,0.905839,4.54296
601,0.0520083,0.903468,4.55036
602,0.0519478,0.905592,4.55774
603,0.0518876,0.905444,4.56564
604,0.0518275,0.902776,4.57302
605,0.0517675,0.908754,4.58039
606,0.0517076,0.907025,4.58776
607,0.0516479,0.908507,4.59514
608,0.0515883,0.905543,4.6025
609,0.0515287,0.905988,4.60986
610,0.0514695,0.90248,4.61725
611,0.0514104,0.907321,4.62463
612,0.0513514,0.906037,4.63201
613,0.0512924,0.904654,4.63942
614,0.0512337,0.905197,4.64678
615,0.0511751,0.901937,4.65415
616,0.0511166,0.906235,4.66151
617,0.0510583,0.90989,4.66887
618,0.0510002,0.906235,4.67625
619,0.0509421,0.911274,4.68363
620,0.0508841,0.904555,4.691
621,0.0508265,0.903616,4.69839
622,0.0507688,0.908408,4.70576
623,0.0507114,0.910236,4.71315
624,0.0506541,0.907321,4.72054
625,0.0505969,0.906877,4.7279
626,0.0505398,0.903616,4.73529
627,0.0504829,0.906827,4.74269
628,0.050426,0.907272,4.75007
629,0.0503694,0.905543,4.75744
630,0.0503129,0.907865,4.76484
631,0.0502565,0.894526,4.77225
632,0.0502004,0.904901,4.77962
633,0.0501442,0.906679,4.78699
634,0.0500883,0.90747,4.79438
635,0.0500325,0.905098,4.80178
636,0.0499767,0.907321,4.80917
637,0.0499211,0.906086,4.81657
638,0.0498657,0.907914,4.82392
639,0.0498104,0.904901,4.83133
640,0.0497551,0.904407,4.83872
641,0.0497,0.908606,4.84608
642,0.0496452,0.907321,4.85346
643,0.0495905,0.903814,4.86109
644,0.0495358,0.907272,4.86845
645,0.0494812,0.903715,4.87582
646,0.0494267,0.906827,4.88321
647,0.0493724,0.907173,4.89061
648,0.0493183,0.906235,4.89799
649,0.0492642,0.905543,4.90537
650,0.0492103,0.908458,4.91278
651,0.0491566,0.910137,4.92016
652,0.0491029,0.908458,4.92754
653,0.0490493,0.906877,4.93492
654,0.0489958,0.901838,4.94231
655,0.0489425,0.910878,4.94968
656,0.0488892,0.908655,4.95703
657,0.0488361,0.905691,4.96442
658,0.0487832,0.904258,4.97179
659,0.0487303,0.904802,4.97917
660,0.0486775,0.90495,4.98655
661,0.0486249,0.909149,4.99392
662,0.0485725,0.905345,5.00131
663,0.0485201,0.913546,5.01199
664,0.048468,0.90994,5.01998
665,0.0484159,0.90658,5.02733
666,0.0483639,0.90747,5.03468
667,0.048312,0.908458,5.04202
668,0.0482601,0.906976,5.04933
669,0.0482085,0.909298,5.05665
670,0.048157,0.905691,5.06396
671,0.0481056,0.907667,5.0713
672,0.0480543,0.906729,5.07863
673,0.0480032,0.908754,5.08595
674,0.0479521,0.908507,5.0933
675,0.0479012,0.90327,5.10062
676,0.0478504,0.908507,5.10796
677,0.0477997,0.904555,5.11554
678,0.0477491,0.908408,5.12289
679,0.0476986,0.904703,5.13021
680,0.0476483,0.905642,5.13755
681,0.0475981,0.90579,5.14487
682,0.0475479,0.908754,5.15218
683,0.0474978,0.907667,5.1595
684,0.047448,0.904011,5.16682
685,0.0473981,0.906778,5.17414
686,0.0473483,0.903913,5.18147
687,0.0472987,0.906086,5.1888
688,0.0472492,0.908359,5.19613
689,0.0471999,0.908013,5.20344
690,0.0471507,0.906729,5.21077
691,0.0471015,0.905148,5.2181
692,0.0470524,0.90658,5.22541
693,0.0470035,0.908507,5.23273
694,0.0469547,0.908556,5.24009
695,0.0469059,0.90579,5.24741
696,0.0468573,0.902381,5.25472
697,0.0468088,0.905889,5.26204
698,0.0467604,0.907766,5.26937
699,0.0467121,0.908359,5.27669
700,0.046664,0.905345,5.28401
701,0.0466159,0.905197,5.29135
702,0.0465679,0.906235,5.29867
703,0.04652,0.906729,5.30597
704,0.0464722,0.905691,5.31331
705,0.0464247,0.909989,5.32064
706,0.0463771,0.907568,5.32793
707,0.0463296,0.90747,5.33528
708,0.0462822,0.904604,5.34262
709,0.0462349,0.906185,5.34994
710,0.0461877,0.907321,5.35729
711,0.0461406,0.9091,5.36464
712,0.0460936,0.905543,5.37198
713,0.0460468,0.907667,5.37931
714,0.0460001,0.90579,5.38666
715,0.0459535,0.907568,5.39399
716,0.0459069,0.909594,5.40132
717,0.0458605,0.906976,5.40863
718,0.0458141,0.911471,5.41598
719,0.0457679,0.906778,5.42333
720,0.0457218,0.905691,5.43066
721,0.0456757,0.910483,5.43799
722,0.0456297,0.907272,5.44534
723,0.0455839,0.907964,5.45265
724,0.0455382,0.906086,5.45997
725,0.0454925,0.911125,5.46731
726,0.0454469,0.907815,5.47464
727,0.0454013,0.909298,5.48197
728,0.045356,0.909841,5.48933
729,0.0453107,0.906778,5.49666
730,0.0452655,0.901047,5.50398
731,0.0452203,0.906086,5.51136
732,0.0451753,0.907025,5.51869
733,0.0451304,0.910533,5.52599
734,0.0450855,0.906037,5.53333
735,0.0450408,0.907568,5.54068
736,0.0449962,0.907321,5.548
737,0.0449516,0.907371,5.55532
738,0.0449072,0.905741,5.56266
739,0.0448628,0.905642,5.56998
740,0.0448185,0.90747,5.57732
741,0.0447743,0.908458,5.58466
742,0.0447302,0.90742,5.59202
743,0.0446862,0.902875,5.59933
744,0.0446423,0.909001,5.60664
745,0.0445985,0.91236,5.61612
746,0.0445549,0.903913,5.62349
747,0.0445113,0.909446,5.63082
748,0.0444678,0.909545,5.63816
749,0.0444244,0.907272,5.64548
750,0.0443811,0.905197,5.6528
751,0.0443378,0.90989,5.66013
752,0.0442947,0.90747,5.6675
753,0.0442516,0.908606,5.67484
754,0.0442087,0.910384,5.68217
755,0.0441658,0.908211,5.68952
756,0.0441229,0.907124,5.69685
757,0.0440801,0.906827,5.70418
758,0.0440375,0.908211,5.71152
759,0.0439949,0.90663,5.71887
760,0.0439525,0.9091,5.72619
761,0.0439101,0.907223,5.73352
762,0.0438678,0.902974,5.74086
763,0.0438257,0.908013,5.74819
764,0.0437835,0.908062,5.75551
765,0.0437413,0.901591,5.76283
766,0.0436994,0.910335,5.77015
767,0.0436575,0.90495,5.7775
768,0.0436158,0.905938,5.78483
769,0.0435741,0.907815,5.79215
770,0.0435324,0.908112,5.79949
771,0.0434909,0.905,5.8068
772,0.0434494,0.906482,5.81412
773,0.0434081,0.909298,5.82146
774,0.0433668,0.910236,5.8288
775,0.0433257,0.907717,5.83614
776,0.0432846,0.90994,5.84348
777,0.0432436,0.905592,5.85081
778,0.0432027,0.904802,5.85812
779,0.0431619,0.90747,5.86544
780,0.0431211,0.906827,5.87276
781,0.0430804,0.902776,5.88009
782,0.0430398,0.9091,5.88743
783,0.0429992,0.907667,5.89476
784,0.0429587,0.908309,5.90209
785,0.0429184,0.910928,5.9094
786,0.0428781,0.908606,5.91673
787,0.042838,0.906136,5.92405
788,0.0427979,0.906976,5.93137
789,0.0427578,0.906136,5.93874
790,0.0427178,0.904851,5.94606
