Accuracy,Loss
1,0.01
0.924958,0.914836
0.926292,0.838321
0.926934,0.762534
0.925897,0.6944
0.925156,0.634985
0.924266,0.581983
0.925353,0.534702
0.925897,0.494254
0.926983,0.460433
0.928663,0.431833
0.931331,0.407631
0.933801,0.386958
0.936123,0.368934
0.938099,0.352729
0.939729,0.33841
0.94131,0.325521
0.942496,0.313937
0.943385,0.303397
0.944175,0.293951
0.945361,0.285465
0.946053,0.277644
0.946596,0.270475
0.946991,0.263879
0.94714,0.257751
0.947238,0.252036
0.947831,0.246778
0.948473,0.241842
0.949116,0.237266
0.949709,0.233105
0.950894,0.229062
0.951289,0.225292
0.951635,0.221824
0.952129,0.218593
0.952228,0.215536
0.952376,0.212626
0.952574,0.20979
0.95287,0.207132
0.953265,0.204581
0.95371,0.202161
0.953858,0.199842
640802,677399,0.945974
0.954204,0.197595
0.954352,0.195505
0.954797,0.193529
0.955192,0.191601
0.955489,0.189734
0.955736,0.188007
0.955983,0.186314
0.956378,0.184682
0.956971,0.183135
0.957168,0.181641
0.957761,0.180201
0.957761,0.178817
0.958255,0.177465
0.95865,0.176178
0.958848,0.174963
0.959194,0.173763
0.959243,0.172619
0.95954,0.171479
0.959737,0.170412
0.960034,0.169351
0.960379,0.168311
0.960478,0.167323
0.960676,0.166379
0.960824,0.16543
0.961219,0.164505
0.961417,0.163609
0.961614,0.162734
0.961861,0.161884
0.96201,0.161064
0.962207,0.160257
0.962355,0.159464
0.962405,0.158692
0.962553,0.157948
0.9628,0.157212
0.962948,0.156505
0.962899,0.155809
0.963541,0.155139
0.963689,0.15448
0.963788,0.153819
0.964134,0.153171
645326,677399,0.952653
0.964035,0.152534
0.964381,0.151891
0.964529,0.151273
0.964579,0.150657
0.964628,0.150074
0.964727,0.149493
0.964974,0.148913
0.965122,0.148348
0.965171,0.147772
0.965418,0.147225
0.965418,0.146686
0.965517,0.14615
0.965814,0.145625
0.965962,0.145129
0.966159,0.144624
0.966258,0.144144
0.966406,0.143673
0.966653,0.143172
0.966703,0.142702
0.966752,0.142245
0.966851,0.141795
0.966901,0.141331
0.966901,0.140899
0.96695,0.140462
0.966999,0.140023
0.967148,0.139594
0.967197,0.139181
0.967296,0.138766
0.967246,0.138369
0.967395,0.137971
0.967592,0.137574
0.967642,0.137199
0.967642,0.136815
0.967839,0.136443
0.968136,0.136073
0.968383,0.135709
0.968432,0.135358
0.968432,0.135005
0.968531,0.134658
0.96858,0.134313
647565,677399,0.955958
0.96858,0.133971
0.968531,0.133641
0.968679,0.13332
0.968827,0.132989
0.968827,0.132668
0.968926,0.132344
0.969025,0.132036
0.968975,0.131731
0.969124,0.131428
0.969173,0.131126
0.969173,0.130825
0.969272,0.130529
0.969371,0.130231
0.969371,0.129947
0.969371,0.129657
0.969469,0.129371
0.969568,0.129093
0.969568,0.128821
0.969618,0.128544
0.969667,0.128266
0.969815,0.127999
0.970013,0.127729
0.970161,0.12747
0.970161,0.127211
0.970309,0.126955
0.970309,0.126709
0.970457,0.126455
0.970507,0.126201
0.970655,0.12596
0.970754,0.125723
0.97105,0.125493
0.97105,0.125251
0.9711,0.125019
0.971149,0.124784
0.9711,0.124553
0.9711,0.124328
0.971347,0.124101
0.971297,0.123872
0.971495,0.123644
0.971643,0.123423
648991,677399,0.958063
0.971693,0.123198
0.971693,0.122982
0.971643,0.122776
0.971742,0.12257
0.971742,0.122354
0.971791,0.122146
0.97189,0.121928
0.971989,0.121728
0.972137,0.121516
0.972137,0.121312
0.972137,0.121114
0.972187,0.120915
0.972384,0.120727
0.972434,0.120535
0.972631,0.120335
0.972631,0.120146
0.972681,0.119953
0.972829,0.119761
0.972928,0.119576
0.972928,0.119394
0.972928,0.119225
0.972977,0.119045
0.973323,0.11887
0.973471,0.118696
0.973372,0.118529
0.97357,0.118363
0.97357,0.118197
0.973718,0.118029
0.973767,0.117872
0.973866,0.117705
0.973767,0.11754
0.973866,0.117378
0.973866,0.117233
0.973916,0.117066
0.973916,0.116913
0.973965,0.116757
0.974163,0.116602
0.974163,0.116449
0.974212,0.116295
0.97436,0.116152
649754,677399,0.959189
0.97436,0.116006
0.974508,0.115862
0.974607,0.115709
0.974657,0.115569
0.974657,0.115426
0.974755,0.115293
0.974854,0.115158
0.974854,0.115023
0.974953,0.114884
0.975052,0.114752
0.975101,0.114615
0.975101,0.114482
0.975151,0.114354
0.975101,0.114219
0.9752,0.114084
0.9752,0.113951
0.975299,0.113819
0.975348,0.113689
0.975348,0.113563
0.975348,0.113437
0.975447,0.113315
0.975496,0.113193
0.975645,0.113072
0.975793,0.112952
0.975842,0.112826
0.975941,0.112703
0.975941,0.112585
0.975941,0.112472
0.975941,0.112349
0.97604,0.11224
0.975991,0.112127
0.97604,0.112013
0.976139,0.111906
0.976139,0.111793
0.976287,0.111678
0.976386,0.111561
0.976386,0.111448
0.976485,0.111335
0.976534,0.111226
0.976485,0.111123
650394,677399,0.960134
0.976534,0.111011
0.976534,0.1109
0.976583,0.110792
0.976633,0.110687
0.976682,0.110583
0.976732,0.11048
0.976732,0.110379
0.97683,0.110275
0.97683,0.110177
0.976929,0.110074
0.976979,0.10997
0.976979,0.109867
0.977077,0.109763
0.977176,0.109663
0.977176,0.109561
0.977226,0.109465
0.977324,0.109372
0.977374,0.10928
0.977275,0.109184
0.977324,0.109088
0.977324,0.108993
0.977324,0.108898
0.977374,0.108804
0.977423,0.108711
0.977423,0.108621
0.977423,0.10853
0.977473,0.108441
0.977423,0.108348
0.977473,0.108271
0.977571,0.108179
0.977621,0.108098
0.977571,0.108
0.97767,0.107915
0.977621,0.107829
0.97767,0.107743
0.977769,0.107652
0.977868,0.107571
0.977917,0.107482
0.977967,0.107396
0.978016,0.107315
650840,677399,0.960793
0.978065,0.107234
0.978214,0.10715
0.978214,0.107067
0.978312,0.106989
0.978263,0.106906
0.978411,0.106827
0.978362,0.10675
0.978362,0.106674
0.978411,0.106597
0.978461,0.106517
0.97851,0.106443
0.978559,0.106368
0.978658,0.10629
0.978658,0.106213
0.978708,0.106136
0.978658,0.106059
0.978708,0.105987
0.978708,0.105911
0.978708,0.105837
0.978708,0.105761
0.978757,0.105692
0.978757,0.105617
0.978757,0.105542
0.978806,0.105477
0.978806,0.105407
0.978905,0.105334
0.978955,0.105266
0.978905,0.105191
0.978955,0.105125
0.979004,0.105058
0.979053,0.104988
0.979053,0.104921
0.979152,0.10485
0.979152,0.104782
0.979152,0.104717
0.979202,0.104647
0.979251,0.104582
0.9793,0.104517
0.97935,0.104453
0.979399,0.104387
651174,677399,0.961286
0.979498,0.104323
0.979449,0.104257
0.979547,0.104189
0.979547,0.104129
0.979646,0.104065
0.979646,0.104003
0.979646,0.103943
0.979646,0.103884
0.979696,0.103821
0.979745,0.103757
0.979794,0.103694
0.979794,0.103634
0.979794,0.103573
0.979893,0.103512
0.979893,0.103452
0.979943,0.103393
0.979943,0.103335
0.979943,0.103275
0.980091,0.103217
0.980041,0.103159
0.98014,0.103101
0.98014,0.103043
0.98019,0.102986
0.98019,0.102935
0.980239,0.102875
0.980239,0.102822
0.980239,0.102764
0.980289,0.10271
0.980387,0.102649
0.980338,0.102598
0.980338,0.102546
0.980387,0.102493
0.980387,0.102437
0.980387,0.102386
0.980387,0.102333
0.980486,0.102281
0.980486,0.102225
0.980486,0.102178
0.980536,0.102123
0.980536,0.10207
651333,677399,0.96152
0.980536,0.102019
0.980585,0.101967
0.980634,0.101918
0.980634,0.101869
0.980634,0.101818
0.980634,0.10177
0.980733,0.101714
0.980783,0.101664
0.980783,0.101619
0.980832,0.10157
0.980783,0.101521
0.980783,0.101472
0.980832,0.101421
0.980832,0.10137
0.980783,0.101325
0.980832,0.101281
0.980832,0.101232
0.980881,0.101188
0.980881,0.101139
0.980881,0.101091
0.98098,0.101049
0.98098,0.101004
0.98098,0.100956
0.98098,0.100911
0.98098,0.100866
0.98103,0.100822
0.98103,0.100778
0.98103,0.100734
0.981079,0.100693
0.981079,0.100648
0.981079,0.100609
0.981178,0.100571
0.981227,0.100521
0.981277,0.100479
0.981326,0.100435
0.981326,0.100391
0.981375,0.100354
0.981375,0.10031
0.981375,0.100269
0.981425,0.100233
651559,677399,0.961854
0.981425,0.100193
0.981425,0.100156
0.981425,0.100113
0.981474,0.100074
0.981573,0.100034
0.981573,0.100001
0.981622,0.0999634
0.981622,0.0999247
0.981622,0.0998904
0.981622,0.0998481
0.981622,0.0998071
0.981672,0.0997685
0.981672,0.0997324
0.981672,0.0996973
0.981672,0.0996632
0.981672,0.0996253
0.981672,0.0995901
0.981771,0.099552
0.981869,0.0995144
0.981869,0.0994814
0.981869,0.0994466
0.981869,0.0994159
0.981968,0.0993802
0.981968,0.0993483
0.982018,0.0993116
0.982018,0.0992766
0.982116,0.0992427
0.982116,0.0992075
0.982166,0.099174
0.982166,0.0991409
0.982166,0.0991085
0.982215,0.0990763
0.982265,0.0990407
0.982265,0.0990079
0.982314,0.0989763
0.982363,0.0989457
0.982462,0.0989139
0.982512,0.0988788
0.982561,0.0988499
0.982561,0.098815
651716,677399,0.962086
0.98261,0.0987862
0.982709,0.0987538
0.982709,0.0987216
0.982759,0.0986902
0.982759,0.09866
0.982759,0.098628
0.982759,0.0985979
0.982808,0.0985687
0.982808,0.0985414
0.982808,0.0985104
0.982808,0.0984797
0.982808,0.0984498
0.982956,0.0984187
0.982956,0.0983912
0.983006,0.0983607
0.983006,0.0983295
0.983006,0.0982992
0.983006,0.0982683
0.983055,0.0982383
0.983055,0.0982133
0.983104,0.098182
0.983104,0.0981509
0.983104,0.0981201
0.983104,0.0980895
0.983104,0.0980653
0.983104,0.0980329
0.983104,0.0980034
