Accuracy,Loss
1,0.01
0.911521,0.996317
0.912657,0.996319
0.91982,0.996226
0.920215,0.996251
0.917251,0.9962
0.919178,0.996351
0.921253,0.996244
0.914337,0.996196
0.912756,0.996197
0.918733,0.996209
0.920166,0.99626
0.922636,0.996351
0.927428,0.99629
0.910928,0.996278
0.927823,0.996425
0.921648,0.996241
0.910483,0.996307
0.920215,0.996255
0.915769,0.996286
0.915819,0.996122
0.92807,0.996422
0.894921,0.996287
0.903567,0.99629
0.925748,0.996335
0.925995,0.996308
0.913398,0.996186
0.916856,0.996227
0.915176,0.996155
0.915226,0.996182
0.925304,0.996311
0.921549,0.996264
0.922982,0.996302
0.914188,0.996336
0.921253,0.996238
0.918931,0.996254
0.918388,0.996141
0.920117,0.996223
0.922142,0.996363
0.920265,0.9963
0.925995,0.996305
0.924711,0.996165
0.927725,0.996203
0.92481,0.996261
0.920166,0.996219
0.921302,0.996329
0.922587,0.996308
0.925946,0.996354
0.907223,0.996187
0.919129,0.996336
0.922784,0.99631
0.917498,0.99624
0.922982,0.996247
0.928021,0.996305
0.923772,0.996172
0.917992,0.996157
0.921302,0.996215
0.926786,0.996328
0.907766,0.996289
0.922834,0.996259
0.912607,0.996278
0.921697,0.996272
0.919178,0.996172
0.91903,0.996124
0.918931,0.996192
0.920512,0.996455
0.920364,0.996349
0.924415,0.996279
0.905988,0.996269
0.918882,0.996275
0.91982,0.996238
0.920611,0.996091
0.923525,0.996334
0.914979,0.996154
0.923328,0.996283
0.916263,0.996182
0.921105,0.996299
0.921599,0.996169
0.92812,0.996301
0.921006,0.996136
0.916362,0.996213
0.89917,0.996274
0.912113,0.996152
0.919425,0.996259
0.921846,0.996274
0.925353,0.99626
0.91735,0.996327
0.919129,0.996265
0.924069,0.996148
0.919968,0.996213
0.91325,0.996266
0.918832,0.996201
0.915127,0.996276
0.922735,0.9962
0.92397,0.99619
0.915275,0.996233
0.925699,0.996314
0.926391,0.996199
0.919079,0.996155
0.925847,0.996274
0.919376,0.9963
0.921253,0.996229
0.920265,0.996217
0.914781,0.996271
0.917943,0.996271
0.917745,0.996128
0.91982,0.996179
0.900455,0.99627
0.925897,0.996331
0.919326,0.996277
0.91982,0.996329
0.920709,0.996261
0.916658,0.996284
0.924365,0.996286
0.923081,0.996396
0.916658,0.996201
0.922686,0.99623
0.927823,0.99629
0.923772,0.996284
0.916905,0.996169
0.924168,0.996272
0.920709,0.996276
0.917004,0.996201
0.919721,0.996283
0.914979,0.99619
0.923081,0.99615
0.92234,0.996267
0.911027,0.996239
0.920265,0.996178
0.921747,0.996172
0.921944,0.996248
0.921006,0.996115
0.924316,0.996212
0.926489,0.996359
0.913595,0.996285
0.915275,0.996348
0.908062,0.996246
0.921895,0.996336
0.921697,0.996305
0.912953,0.996266
0.915423,0.996193
0.914534,0.996276
0.927725,0.996229
0.924168,0.996178
0.920808,0.996291
0.919771,0.99607
0.906729,0.99617
0.915522,0.996268
0.925699,0.996331
0.923575,0.996349
0.92728,0.996241
0.91409,0.996186
0.919425,0.996251
0.912212,0.996202
0.915572,0.996181
0.922389,0.996359
0.925551,0.996322
0.913991,0.996158
0.917548,0.99634
0.924958,0.996264
0.919227,0.996286
0.928021,0.996292
0.907964,0.996204
0.920907,0.996264
0.920907,0.996189
0.921697,0.996277
0.915176,0.99629
0.909841,0.996348
0.918882,0.996252
0.921154,0.996241
0.92318,0.996286
0.913892,0.996116
0.914139,0.996216
0.926242,0.99638
0.918882,0.996145
0.924859,0.996253
0.922735,0.99625
0.915078,0.996175
0.922636,0.996242
0.927379,0.996414
0.917795,0.996286
0.917103,0.996292
0.925748,0.99622
0.920166,0.996151
0.909248,0.996289
0.909248,0.996266
0.919227,0.996076
0.917103,0.996195
0.922784,0.996278
0.922587,0.996223
0.923624,0.996353
0.923772,0.996311
0.923525,0.996291
0.9091,0.996345
0.927922,0.996344
0.919524,0.996325
0.930491,0.996355
0.915078,0.996222
0.924365,0.996301
0.907272,0.996189
0.923427,0.996268
0.927329,0.996296
0.924909,0.996233
0.919376,0.996148
0.923328,0.996347
0.918882,0.996238
0.925403,0.996169
0.918486,0.996202
0.9256,0.996192
0.921154,0.996197
0.926736,0.996319
0.921253,0.996064
0.912064,0.996254
0.925403,0.996287
0.913546,0.996232
0.922784,0.996337
0.924612,0.996228
0.917202,0.996289
0.92066,0.996203
0.919178,0.996166
0.921055,0.996221
0.920956,0.996327
0.914584,0.996214
0.924217,0.996366
0.92476,0.996276
0.923328,0.996254
0.926489,0.996316
0.923031,0.996215
0.917399,0.996225
0.924563,0.996206
0.919277,0.996188
0.921648,0.996221
0.92145,0.996229
0.910878,0.996166
0.922587,0.996152
0.916955,0.996212
0.916411,0.996285
0.924365,0.996375
0.909446,0.996242
0.919079,0.996257
0.925699,0.996182
0.924019,0.996244
0.901541,0.996188
0.921253,0.99625
0.922883,0.996183
0.919573,0.996271
0.920561,0.99629
0.916905,0.996234
0.922537,0.996201
0.895317,0.996141
0.922142,0.99622
0.903073,0.996256
0.920067,0.996199
0.922043,0.996264
0.901788,0.996402
0.911027,0.996167
0.916263,0.996374
0.922142,0.996243
0.923772,0.996276
0.921895,0.99624
0.925254,0.996231
0.920067,0.996261
0.920561,0.99618
0.920808,0.996253
0.929552,0.99638
0.923871,0.996217
0.921006,0.996261
0.923575,0.996378
0.922784,0.996286
0.926094,0.996341
0.921302,0.99618
0.891266,0.996352
0.925304,0.99634
0.920215,0.996306
0.9256,0.996255
0.915374,0.996293
0.904555,0.99614
0.920462,0.99619
0.914979,0.996327
0.922142,0.996468
0.923822,0.996207
0.897639,0.996284
0.920611,0.996334
0.909001,0.996351
0.919919,0.996239
0.924019,0.996249
0.923723,0.996277
0.917103,0.99624
0.911768,0.996403
0.915917,0.996179
0.91656,0.996378
0.919079,0.996312
0.920265,0.996384
0.920413,0.996147
0.915522,0.996225
0.920018,0.99614
0.922636,0.996165
0.927082,0.996296
0.915176,0.996284
0.920611,0.99617
0.924612,0.996261
0.919227,0.99624
0.920611,0.996201
0.920166,0.996255
0.910384,0.996274
0.920067,0.996173
0.915769,0.996099
0.922636,0.996176
0.923674,0.996214
0.920413,0.99622
0.914534,0.996231
0.90332,0.996268
0.921352,0.99624
0.919771,0.996219
0.915325,0.996286
0.914386,0.996226
0.896354,0.996166
