0.1,30
0.960725,0.31287
0.967148,0.222903
0.97105,0.185617
0.973669,0.163364
0.975991,0.147853
0.977769,0.136067
0.979597,0.126639
0.980684,0.118793
0.981474,0.112132
0.982709,0.106356
28815,30000,0.9605
0.983747,0.101266
0.984537,0.0967334
0.985229,0.092665
0.98592,0.0889842
0.987057,0.0856168
0.987896,0.0825233
0.988292,0.0796798
0.988835,0.07705
0.989329,0.0745992
0.989774,0.0723087
28864,30000,0.962133
0.990416,0.070168
0.990811,0.0681672
0.991108,0.0662811
0.991453,0.0645074
0.99175,0.0628284
0.991997,0.0612445
0.992293,0.0597432
0.992639,0.0583156
0.992886,0.0569561
0.992985,0.0556653
28878,30000,0.9626
