index,Cross Entropy,Accuracy
1086,0.0335392,0.997678
1087,0.0335153,0.997727
1088,0.0334915,0.997727
1089,0.0334677,0.997727
1090,0.0334439,0.997727
1091,0.0334202,0.997727
1092,0.0333965,0.997727
1093,0.0333728,0.997727
1094,0.0333492,0.997727
1095,0.0333256,0.997727
1096,0.0333021,0.997727
1097,0.0332786,0.997727
1098,0.0332551,0.997727
1099,0.0332317,0.997727
1100,0.0332083,0.997727
1101,0.0331849,0.997727
1102,0.0331616,0.997727
1103,0.0331383,0.997727
1104,0.033115,0.997727
1105,0.0330918,0.997727
1106,0.0330686,0.997727
1107,0.0330454,0.997727
1108,0.0330223,0.997727
1109,0.0329992,0.997727
1110,0.0329761,0.997727
1111,0.0329531,0.997727
1112,0.0329301,0.997777
1113,0.0329072,0.997777
1114,0.0328843,0.997777
1115,0.0328614,0.997777
1116,0.0328385,0.997777
1117,0.0328157,0.997777
1118,0.032793,0.997777
1119,0.0327702,0.997777
1120,0.0327475,0.997777
1121,0.0327248,0.997826
1122,0.0327022,0.997826
1123,0.0326796,0.997826
1124,0.032657,0.997826
1125,0.0326344,0.997826
1126,0.0326119,0.997876
1127,0.0325895,0.997876
1128,0.032567,0.997876
1129,0.0325446,0.997876
1130,0.0325222,0.997876
1131,0.0324999,0.997876
1132,0.0324776,0.997876
1133,0.0324553,0.997876
1134,0.032433,0.997876
1135,0.0324108,0.997876
1136,0.0323886,0.997876
1137,0.0323665,0.997876
1138,0.0323444,0.997876
1139,0.0323223,0.997876
1140,0.0323003,0.997876
1141,0.0322782,0.997876
1142,0.0322562,0.997876
1143,0.0322343,0.997876
1144,0.0322124,0.997876
1145,0.0321905,0.997876
1146,0.0321686,0.997876
1147,0.0321468,0.997876
1148,0.032125,0.997876
1149,0.0321032,0.997876
1150,0.0320815,0.997876
1151,0.0320598,0.997876
1152,0.0320381,0.997876
1153,0.0320165,0.997876
1154,0.0319949,0.997876
1155,0.0319733,0.997876
1156,0.0319518,0.997876
1157,0.0319303,0.997876
1158,0.0319088,0.997876
1159,0.0318874,0.997876
1160,0.0318659,0.997876
1161,0.0318445,0.997876
1162,0.0318232,0.997876
1163,0.0318019,0.997925
1164,0.0317806,0.997925
1165,0.0317593,0.997925
1166,0.0317381,0.997975
1167,0.0317169,0.997975
1168,0.0316957,0.997975
1169,0.0316746,0.997975
1170,0.0316535,0.997975
1171,0.0316324,0.997975
1172,0.0316113,0.997975
1173,0.0315903,0.997975
1174,0.0315693,0.997975
1175,0.0315483,0.997975
1176,0.0315274,0.997975
1177,0.0315065,0.997975
1178,0.0314856,0.997975
1179,0.0314648,0.997975
1180,0.031444,0.997975
1181,0.0314232,0.997975
1182,0.0314025,0.997975
1183,0.0313817,0.997975
1184,0.031361,0.997975
1185,0.0313404,0.997975
1186,0.0313197,0.997975
1187,0.0312991,0.997975
1188,0.0312786,0.997975
1189,0.031258,0.997975
1190,0.0312375,0.997975
1191,0.031217,0.997975
1192,0.0311966,0.997975
1193,0.0311761,0.997975
1194,0.0311557,0.997975
1195,0.0311353,0.997975
1196,0.031115,0.997975
1197,0.0310947,0.997975
1198,0.0310744,0.997975
1199,0.0310541,0.997975
1200,0.0310339,0.997975
1201,0.0310137,0.997975
1202,0.0309935,0.997975
1203,0.0309734,0.998024
1204,0.0309533,0.998024
1205,0.0309332,0.998024
1206,0.0309131,0.998024
1207,0.0308931,0.998024
1208,0.0308731,0.998024
1209,0.0308531,0.998024
1210,0.0308332,0.998024
1211,0.0308132,0.998024
1212,0.0307933,0.998024
1213,0.0307735,0.998024
1214,0.0307536,0.998024
1215,0.0307338,0.998024
1216,0.030714,0.998024
1217,0.0306943,0.998024
1218,0.0306746,0.998024
1219,0.0306549,0.998024
1220,0.0306352,0.998024
1221,0.0306155,0.998024
1222,0.0305959,0.998024
1223,0.0305763,0.998024
1224,0.0305568,0.998024
1225,0.0305372,0.998024
1226,0.0305177,0.998024
1227,0.0304982,0.998024
1228,0.0304788,0.998024
1229,0.0304593,0.998024
1230,0.0304399,0.998024
1231,0.0304206,0.998024
1232,0.0304012,0.998024
1233,0.0303819,0.998024
1234,0.0303626,0.998024
1235,0.0303433,0.998024
1236,0.0303241,0.998024
1237,0.0303048,0.998024
1238,0.0302857,0.998024
1239,0.0302665,0.998024
1240,0.0302473,0.998024
1241,0.0302282,0.998073
1242,0.0302091,0.998073
1243,0.0301901,0.998073
1244,0.030171,0.998073
1245,0.030152,0.998073
1246,0.0301331,0.998073
1247,0.0301141,0.998073
1248,0.0300952,0.998073
1249,0.0300763,0.998073
1250,0.0300574,0.998073
1251,0.0300385,0.998073
1252,0.0300197,0.998073
1253,0.0300009,0.998073
1254,0.0299821,0.998073
1255,0.0299634,0.998073
1256,0.0299446,0.998073
1257,0.0299259,0.998073
1258,0.0299073,0.998073
1259,0.0298886,0.998073
1260,0.02987,0.998073
1261,0.0298514,0.998073
1262,0.0298328,0.998073
1263,0.0298142,0.998073
1264,0.0297957,0.998073
1265,0.0297772,0.998073
1266,0.0297587,0.998073
1267,0.0297403,0.998073
1268,0.0297219,0.998073
1269,0.0297035,0.998073
1270,0.0296851,0.998073
1271,0.0296667,0.998073
1272,0.0296484,0.998073
1273,0.0296301,0.998073
1274,0.0296118,0.998073
1275,0.0295935,0.998073
1276,0.0295753,0.998073
1277,0.0295571,0.998073
1278,0.0295389,0.998073
1279,0.0295208,0.998073
1280,0.0295026,0.998073
1281,0.0294845,0.998073
1282,0.0294664,0.998073
1283,0.0294484,0.998073
1284,0.0294303,0.998073
1285,0.0294123,0.998073
1286,0.0293943,0.998073
1287,0.0293764,0.998073
1288,0.0293584,0.998073
1289,0.0293405,0.998073
1290,0.0293226,0.998073
1291,0.0293047,0.998073
1292,0.0292869,0.998073
1293,0.0292691,0.998073
1294,0.0292513,0.998073
1295,0.0292335,0.998073
1296,0.0292157,0.998073
1297,0.029198,0.998073
1298,0.0291803,0.998073
1299,0.0291626,0.998073
1300,0.0291449,0.998073
1301,0.0291273,0.998073
1302,0.0291097,0.998073
1303,0.0290921,0.998073
1304,0.0290745,0.998073
1305,0.029057,0.998073
1306,0.0290395,0.998073
1307,0.029022,0.998123
1308,0.0290045,0.998123
1309,0.028987,0.998123
1310,0.0289696,0.998073
1311,0.0289522,0.998073
1312,0.0289348,0.998073
1313,0.0289174,0.998073
1314,0.0289001,0.998073
1315,0.0288828,0.998073
1316,0.0288655,0.998073
1317,0.0288482,0.998073
1318,0.0288309,0.998073
1319,0.0288137,0.998073
1320,0.0287965,0.998073
1321,0.0287793,0.998073
1322,0.0287622,0.998073
1323,0.028745,0.998073
1324,0.0287279,0.998073
1325,0.0287108,0.998073
1326,0.0286937,0.998073
1327,0.0286767,0.998073
1328,0.0286597,0.998073
1329,0.0286426,0.998073
1330,0.0286257,0.998073
1331,0.0286087,0.998073
1332,0.0285918,0.998073
1333,0.0285748,0.998073
1334,0.0285579,0.998073
1335,0.0285411,0.998073
1336,0.0285242,0.998073
1337,0.0285074,0.998073
1338,0.0284906,0.998073
1339,0.0284738,0.998073
1340,0.028457,0.998073
1341,0.0284402,0.998073
1342,0.0284235,0.998073
1343,0.0284068,0.998073
1344,0.0283901,0.998073
1345,0.0283735,0.998073
1346,0.0283568,0.998073
1347,0.0283402,0.998073
1348,0.0283236,0.998073
1349,0.028307,0.998073
1350,0.0282905,0.998073
1351,0.0282739,0.998073
1352,0.0282574,0.998073
1353,0.0282409,0.998073
1354,0.0282245,0.998073
1355,0.028208,0.998073
1356,0.0281916,0.998073
1357,0.0281752,0.998073
1358,0.0281588,0.998073
1359,0.0281424,0.998073
1360,0.0281261,0.998073
1361,0.0281097,0.998073
1362,0.0280934,0.998073
1363,0.0280771,0.998073
1364,0.0280609,0.998073
1365,0.0280446,0.998073
1366,0.0280284,0.998073
1367,0.0280122,0.998073
1368,0.027996,0.998073
1369,0.0279798,0.998073
1370,0.0279637,0.998073
1371,0.0279476,0.998073
1372,0.0279315,0.998073
1373,0.0279154,0.998073
1374,0.0278993,0.998073
1375,0.0278833,0.998073
1376,0.0278673,0.998073
1377,0.0278513,0.998073
1378,0.0278353,0.998073
1379,0.0278193,0.998073
1380,0.0278034,0.998073
1381,0.0277874,0.998073
1382,0.0277715,0.998073
1383,0.0277557,0.998073
1384,0.0277398,0.998073
1385,0.027724,0.998073
1386,0.0277081,0.998073
1387,0.0276923,0.998073
1388,0.0276765,0.998073
1389,0.0276608,0.998073
1390,0.027645,0.998073
1391,0.0276293,0.998073
1392,0.0276136,0.998073
1393,0.0275979,0.998123
1394,0.0275822,0.998123
1395,0.0275666,0.998123
1396,0.027551,0.998123
1397,0.0275354,0.998123
1398,0.0275198,0.998123
1399,0.0275042,0.998123
1400,0.0274886,0.998123
1401,0.0274731,0.998123
1402,0.0274576,0.998123
1403,0.0274421,0.998123
1404,0.0274266,0.998123
1405,0.0274112,0.998123
1406,0.0273957,0.998123
1407,0.0273803,0.998123
1408,0.0273649,0.998123
1409,0.0273495,0.998123
1410,0.0273342,0.998123
1411,0.0273188,0.998123
1412,0.0273035,0.998123
1413,0.0272882,0.998123
1414,0.0272729,0.998123
1415,0.0272576,0.998123
1416,0.0272424,0.998123
1417,0.0272271,0.998123
1418,0.0272119,0.998123
1419,0.0271967,0.998123
1420,0.0271816,0.998123
1421,0.0271664,0.998123
1422,0.0271513,0.998123
1423,0.0271361,0.998123
1424,0.027121,0.998123
1425,0.027106,0.998123
1426,0.0270909,0.998123
1427,0.0270758,0.998123
1428,0.0270608,0.998123
1429,0.0270458,0.998123
1430,0.0270308,0.998123
1431,0.0270158,0.998123
1432,0.0270009,0.998123
1433,0.0269859,0.998123
1434,0.026971,0.998123
1435,0.0269561,0.998123
1436,0.0269412,0.998123
1437,0.0269264,0.998123
1438,0.0269115,0.998123
1439,0.0268967,0.998123
1440,0.0268819,0.998123
1441,0.0268671,0.998123
1442,0.0268523,0.998123
1443,0.0268375,0.998123
1444,0.0268228,0.998123
1445,0.0268081,0.998123
1446,0.0267934,0.998123
1447,0.0267787,0.998123
1448,0.026764,0.998222
1449,0.0267493,0.998222
1450,0.0267347,0.998222
1451,0.0267201,0.998222
1452,0.0267055,0.998222
1453,0.0266909,0.998222
1454,0.0266763,0.998222
1455,0.0266618,0.998222
1456,0.0266473,0.998222
1457,0.0266327,0.998222
1458,0.0266182,0.998222
1459,0.0266038,0.998222
1460,0.0265893,0.998222
1461,0.0265748,0.998222
1462,0.0265604,0.998222
1463,0.026546,0.998222
1464,0.0265316,0.998222
1465,0.0265172,0.998222
1466,0.0265029,0.998222
1467,0.0264885,0.998222
1468,0.0264742,0.998222
1469,0.0264599,0.998222
1470,0.0264456,0.998222
1471,0.0264313,0.998222
1472,0.0264171,0.998222
1473,0.0264028,0.998222
1474,0.0263886,0.998222
1475,0.0263744,0.998222
1476,0.0263602,0.998222
1477,0.026346,0.998222
1478,0.0263319,0.998222
1479,0.0263177,0.998222
1480,0.0263036,0.998222
1481,0.0262895,0.998222
1482,0.0262754,0.998222
1483,0.0262613,0.998222
1484,0.0262473,0.998222
1485,0.0262332,0.998222
1486,0.0262192,0.998222
1487,0.0262052,0.998222
1488,0.0261912,0.998271
1489,0.0261772,0.998271
1490,0.0261632,0.998271
1491,0.0261493,0.998271
1492,0.0261354,0.998271
1493,0.0261215,0.998271
1494,0.0261076,0.998271
1495,0.0260937,0.998271
1496,0.0260798,0.998271
1497,0.026066,0.998271
1498,0.0260521,0.998271
1499,0.0260383,0.998271
1500,0.0260245,0.998271
1501,0.0260107,0.998271
1502,0.025997,0.998271
1503,0.0259832,0.998271
1504,0.0259695,0.998271
1505,0.0259558,0.998271
1506,0.0259421,0.998271
1507,0.0259284,0.998271
1508,0.0259147,0.998271
1509,0.025901,0.998271
1510,0.0258874,0.998271
1511,0.0258738,0.998271
1512,0.0258602,0.998271
1513,0.0258466,0.998271
1514,0.025833,0.998271
1515,0.0258194,0.998271
1516,0.0258059,0.998271
1517,0.0257923,0.998271
1518,0.0257788,0.998271
1519,0.0257653,0.998271
1520,0.0257518,0.998271
1521,0.0257384,0.998271
1522,0.0257249,0.998271
1523,0.0257115,0.998271
1524,0.0256981,0.998271
1525,0.0256846,0.998271
1526,0.0256713,0.998271
1527,0.0256579,0.998271
1528,0.0256445,0.998271
1529,0.0256312,0.998271
1530,0.0256178,0.998271
1531,0.0256045,0.998271
1532,0.0255912,0.998271
1533,0.0255779,0.998271
1534,0.0255647,0.998271
1535,0.0255514,0.998271
1536,0.0255382,0.998271
1537,0.0255249,0.998271
1538,0.0255117,0.998271
1539,0.0254985,0.998271
1540,0.0254854,0.998271
1541,0.0254722,0.998271
1542,0.025459,0.998271
1543,0.0254459,0.998271
1544,0.0254328,0.998271
1545,0.0254197,0.998271
1546,0.0254066,0.998271
1547,0.0253935,0.998271
1548,0.0253804,0.998271
1549,0.0253674,0.998271
1550,0.0253544,0.998271
1551,0.0253413,0.998271
1552,0.0253283,0.998271
1553,0.0253154,0.998271
1554,0.0253024,0.998271
1555,0.0252894,0.998271
1556,0.0252765,0.998271
1557,0.0252635,0.998271
1558,0.0252506,0.998271
1559,0.0252377,0.998271
1560,0.0252248,0.998271
1561,0.025212,0.99832
1562,0.0251991,0.99832
1563,0.0251863,0.99832
1564,0.0251734,0.99832
1565,0.0251606,0.99832
1566,0.0251478,0.99832
1567,0.025135,0.99832
1568,0.0251223,0.99832
1569,0.0251095,0.99832
1570,0.0250968,0.99832
1571,0.025084,0.99832
1572,0.0250713,0.99832
1573,0.0250586,0.99832
1574,0.0250459,0.99832
1575,0.0250333,0.99832
1576,0.0250206,0.99832
1577,0.0250079,0.99832
1578,0.0249953,0.99832
1579,0.0249827,0.99832
1580,0.0249701,0.99832
1581,0.0249575,0.99832
1582,0.0249449,0.99832
1583,0.0249324,0.99832
1584,0.0249198,0.99832
1585,0.0249073,0.99832
1586,0.0248948,0.99832
1587,0.0248823,0.99832
1588,0.0248698,0.99832
1589,0.0248573,0.99832
1590,0.0248448,0.99832
1591,0.0248324,0.99832
1592,0.0248199,0.99837
1593,0.0248075,0.99837
1594,0.0247951,0.99837
1595,0.0247827,0.99837
1596,0.0247703,0.99837
1597,0.024758,0.99837
1598,0.0247456,0.99837
1599,0.0247333,0.99837
1600,0.0247209,0.99837
1601,0.0247086,0.99837
1602,0.0246963,0.99837
1603,0.024684,0.99837
1604,0.0246718,0.99837
1605,0.0246595,0.99837
1606,0.0246473,0.99837
1607,0.024635,0.99837
1608,0.0246228,0.99837
1609,0.0246106,0.99837
1610,0.0245984,0.99837
1611,0.0245862,0.99837
1612,0.0245741,0.99837
1613,0.0245619,0.99837
1614,0.0245498,0.99837
1615,0.0245376,0.99837
1616,0.0245255,0.99837
1617,0.0245134,0.99837
1618,0.0245013,0.99837
1619,0.0244893,0.99837
1620,0.0244772,0.99837
1621,0.0244651,0.99837
1622,0.0244531,0.99837
1623,0.0244411,0.99837
1624,0.0244291,0.99837
1625,0.0244171,0.99837
1626,0.0244051,0.99837
1627,0.0243931,0.99837
1628,0.0243812,0.99837
1629,0.0243692,0.99837
1630,0.0243573,0.99837
1631,0.0243454,0.99837
1632,0.0243335,0.99837
1633,0.0243216,0.99837
1634,0.0243097,0.99837
1635,0.0242978,0.99837
1636,0.024286,0.99837
1637,0.0242741,0.99837
1638,0.0242623,0.99837
1639,0.0242505,0.99837
1640,0.0242387,0.99837
1641,0.0242269,0.99837
1642,0.0242151,0.99837
1643,0.0242033,0.99837
1644,0.0241916,0.99837
1645,0.0241798,0.99837
1646,0.0241681,0.99837
1647,0.0241564,0.99837
1648,0.0241447,0.99837
1649,0.024133,0.99837
1650,0.0241213,0.99837
1651,0.0241097,0.99837
1652,0.024098,0.99837
1653,0.0240864,0.99837
1654,0.0240747,0.99837
1655,0.0240631,0.99837
1656,0.0240515,0.99837
1657,0.0240399,0.99837
1658,0.0240283,0.99837
1659,0.0240168,0.99837
1660,0.0240052,0.99837
1661,0.0239937,0.99837
1662,0.0239821,0.99837
1663,0.0239706,0.99837
1664,0.0239591,0.99837
1665,0.0239476,0.99837
1666,0.0239361,0.99837
1667,0.0239247,0.99837
1668,0.0239132,0.99837
1669,0.0239018,0.99837
1670,0.0238903,0.99837
1671,0.0238789,0.99837
1672,0.0238675,0.99837
1673,0.0238561,0.99837
1674,0.0238447,0.99837
1675,0.0238333,0.99837
1676,0.023822,0.99837
1677,0.0238106,0.99837
1678,0.0237993,0.99837
1679,0.023788,0.99837
1680,0.0237767,0.99837
1681,0.0237654,0.99837
1682,0.0237541,0.99837
1683,0.0237428,0.99837
1684,0.0237315,0.99837
1685,0.0237203,0.99837
1686,0.023709,0.99837
1687,0.0236978,0.99837
1688,0.0236866,0.99837
1689,0.0236754,0.99837
1690,0.0236642,0.99837
1691,0.023653,0.99837
1692,0.0236418,0.99837
1693,0.0236307,0.99837
1694,0.0236195,0.99837
1695,0.0236084,0.99837
1696,0.0235972,0.99837
1697,0.0235861,0.99837
1698,0.023575,0.99837
1699,0.0235639,0.99837
1700,0.0235528,0.99837
1701,0.0235418,0.99837
1702,0.0235307,0.99837
1703,0.0235197,0.99837
1704,0.0235086,0.99837
1705,0.0234976,0.99837
1706,0.0234866,0.99837
1707,0.0234756,0.99837
1708,0.0234646,0.99837
1709,0.0234536,0.99837
1710,0.0234427,0.99837
1711,0.0234317,0.99837
1712,0.0234208,0.99837
1713,0.0234099,0.99837
1714,0.0233989,0.99837
1715,0.023388,0.99837
1716,0.0233771,0.99837
1717,0.0233662,0.99837
1718,0.0233554,0.99837
1719,0.0233445,0.99837
1720,0.0233336,0.99837
1721,0.0233228,0.99837
1722,0.023312,0.99837
1723,0.0233012,0.99837
1724,0.0232903,0.99837
1725,0.0232795,0.99837
1726,0.0232688,0.99837
1727,0.023258,0.99837
1728,0.0232472,0.99837
1729,0.0232365,0.99837
1730,0.0232257,0.99837
1731,0.023215,0.99837
1732,0.0232043,0.99837
1733,0.0231936,0.99837
1734,0.0231829,0.99837
1735,0.0231722,0.99837
1736,0.0231615,0.99837
1737,0.0231508,0.99837
1738,0.0231402,0.99837
1739,0.0231295,0.99837
1740,0.0231189,0.99837
1741,0.0231083,0.99837
1742,0.0230977,0.99837
1743,0.0230871,0.99837
1744,0.0230765,0.99837
1745,0.0230659,0.99837
1746,0.0230553,0.99837
1747,0.0230448,0.99837
1748,0.0230342,0.99837
1749,0.0230237,0.99837
1750,0.0230132,0.99837
1751,0.0230026,0.99837
1752,0.0229921,0.99837
1753,0.0229816,0.99837
1754,0.0229712,0.99837
1755,0.0229607,0.99837
1756,0.0229502,0.99837
1757,0.0229398,0.99837
1758,0.0229293,0.99837
1759,0.0229189,0.99837
1760,0.0229085,0.99837
1761,0.0228981,0.99837
1762,0.0228877,0.99837
1763,0.0228773,0.99837
1764,0.0228669,0.99837
1765,0.0228565,0.99837
1766,0.0228462,0.99837
1767,0.0228358,0.99837
1768,0.0228255,0.99837
1769,0.0228152,0.99837
1770,0.0228049,0.99837
1771,0.0227945,0.99837
1772,0.0227843,0.99837
1773,0.022774,0.99837
1774,0.0227637,0.99837
1775,0.0227534,0.99837
1776,0.0227432,0.99837
1777,0.0227329,0.99837
1778,0.0227227,0.99837
1779,0.0227125,0.99837
1780,0.0227023,0.99837
1781,0.0226921,0.998419
1782,0.0226819,0.998419
1783,0.0226717,0.998419
1784,0.0226615,0.998419
1785,0.0226513,0.998419
1786,0.0226412,0.998419
1787,0.0226311,0.998419
1788,0.0226209,0.998419
1789,0.0226108,0.998419
1790,0.0226007,0.998419
1791,0.0225906,0.998419
1792,0.0225805,0.998419
1793,0.0225704,0.998419
1794,0.0225603,0.998419
1795,0.0225503,0.998419
1796,0.0225402,0.998419
1797,0.0225302,0.998419
1798,0.0225201,0.998419
1799,0.0225101,0.998419
1800,0.0225001,0.998419
1801,0.0224901,0.998419
1802,0.0224801,0.998419
1803,0.0224701,0.998419
1804,0.0224602,0.998419
1805,0.0224502,0.998419
1806,0.0224402,0.998419
1807,0.0224303,0.998419
1808,0.0224204,0.998419
1809,0.0224104,0.998419
1810,0.0224005,0.998419
1811,0.0223906,0.998419
1812,0.0223807,0.998419
1813,0.0223708,0.998419
1814,0.022361,0.998419
1815,0.0223511,0.998419
1816,0.0223412,0.998469
1817,0.0223314,0.998469
1818,0.0223216,0.998469
1819,0.0223117,0.998469
1820,0.0223019,0.998469
1821,0.0222921,0.998469
1822,0.0222823,0.998469
1823,0.0222725,0.998469
1824,0.0222627,0.998469
1825,0.022253,0.998469
1826,0.0222432,0.998469
1827,0.0222335,0.998469
1828,0.0222237,0.998469
1829,0.022214,0.998469
1830,0.0222043,0.998469
1831,0.0221945,0.998469
1832,0.0221848,0.998469
1833,0.0221752,0.998469
1834,0.0221655,0.998469
1835,0.0221558,0.998469
1836,0.0221461,0.998469
1837,0.0221365,0.998469
1838,0.0221268,0.998469
1839,0.0221172,0.998469
1840,0.0221076,0.998469
1841,0.0220979,0.998469
1842,0.0220883,0.998469
1843,0.0220787,0.998469
1844,0.0220691,0.998469
1845,0.0220596,0.998469
1846,0.02205,0.998469
1847,0.0220404,0.998469
1848,0.0220309,0.998469
1849,0.0220213,0.998469
1850,0.0220118,0.998469
1851,0.0220023,0.998469
1852,0.0219927,0.998469
1853,0.0219832,0.998469
1854,0.0219737,0.998469
1855,0.0219642,0.998469
1856,0.0219548,0.998469
1857,0.0219453,0.998469
1858,0.0219358,0.998469
1859,0.0219264,0.998469
1860,0.0219169,0.998469
1861,0.0219075,0.998469
1862,0.0218981,0.998469
1863,0.0218886,0.998469
1864,0.0218792,0.998469
1865,0.0218698,0.998469
1866,0.0218604,0.998469
1867,0.0218511,0.998469
1868,0.0218417,0.998469
1869,0.0218323,0.998469
1870,0.021823,0.998469
1871,0.0218136,0.998469
1872,0.0218043,0.998469
1873,0.021795,0.998469
1874,0.0217856,0.998469
1875,0.0217763,0.998469
1876,0.021767,0.998469
1877,0.0217577,0.998469
1878,0.0217485,0.998469
1879,0.0217392,0.998469
1880,0.0217299,0.998469
1881,0.0217207,0.998469
1882,0.0217114,0.998469
1883,0.0217022,0.998469
1884,0.0216929,0.998469
1885,0.0216837,0.998469
1886,0.0216745,0.998469
1887,0.0216653,0.998469
1888,0.0216561,0.998469
1889,0.0216469,0.998469
1890,0.0216377,0.998469
1891,0.0216286,0.998469
1892,0.0216194,0.998469
1893,0.0216102,0.998518
1894,0.0216011,0.998518
1895,0.021592,0.998518
1896,0.0215828,0.998518
1897,0.0215737,0.998518
1898,0.0215646,0.998518
1899,0.0215555,0.998518
1900,0.0215464,0.998518
1901,0.0215373,0.998518
1902,0.0215283,0.998567
1903,0.0215192,0.998567
1904,0.0215101,0.998567
1905,0.0215011,0.998567
1906,0.021492,0.998567
1907,0.021483,0.998567
1908,0.021474,0.998567
1909,0.021465,0.998567
1910,0.021456,0.998567
1911,0.021447,0.998567
1912,0.021438,0.998567
1913,0.021429,0.998567
1914,0.02142,0.998567
1915,0.021411,0.998567
1916,0.0214021,0.998567
1917,0.0213931,0.998567
1918,0.0213842,0.998567
1919,0.0213753,0.998567
1920,0.0213663,0.998567
1921,0.0213574,0.998567
1922,0.0213485,0.998567
1923,0.0213396,0.998567
1924,0.0213307,0.998567
1925,0.0213218,0.998567
1926,0.021313,0.998567
1927,0.0213041,0.998567
1928,0.0212953,0.998567
1929,0.0212864,0.998567
1930,0.0212776,0.998567
1931,0.0212687,0.998567
1932,0.0212599,0.998567
1933,0.0212511,0.998567
1934,0.0212423,0.998567
1935,0.0212335,0.998567
1936,0.0212247,0.998567
1937,0.0212159,0.998567
1938,0.0212071,0.998567
1939,0.0211984,0.998567
1940,0.0211896,0.998567
1941,0.0211808,0.998567
1942,0.0211721,0.998567
1943,0.0211634,0.998567
1944,0.0211546,0.998567
1945,0.0211459,0.998567
1946,0.0211372,0.998617
1947,0.0211285,0.998617
1948,0.0211198,0.998617
1949,0.0211111,0.998617
1950,0.0211024,0.998617
1951,0.0210938,0.998617
1952,0.0210851,0.998617
1953,0.0210765,0.998617
1954,0.0210678,0.998617
1955,0.0210592,0.998617
1956,0.0210505,0.998617
1957,0.0210419,0.998617
1958,0.0210333,0.998617
1959,0.0210247,0.998617
1960,0.0210161,0.998617
1961,0.0210075,0.998617
1962,0.0209989,0.998617
1963,0.0209903,0.998617
1964,0.0209818,0.998617
1965,0.0209732,0.998617
1966,0.0209646,0.998617
1967,0.0209561,0.998617
1968,0.0209476,0.998617
1969,0.020939,0.998617
1970,0.0209305,0.998617
1971,0.020922,0.998617
1972,0.0209135,0.998617
1973,0.020905,0.998617
1974,0.0208965,0.998617
1975,0.020888,0.998617
1976,0.0208795,0.998617
1977,0.0208711,0.998617
1978,0.0208626,0.998617
1979,0.0208542,0.998617
1980,0.0208457,0.998617
1981,0.0208373,0.998617
1982,0.0208289,0.998617
1983,0.0208204,0.998617
1984,0.020812,0.998617
1985,0.0208036,0.998617
1986,0.0207952,0.998617
1987,0.0207868,0.998617
1988,0.0207784,0.998617
1989,0.0207701,0.998617
1990,0.0207617,0.998617
1991,0.0207533,0.998617
1992,0.020745,0.998617
1993,0.0207366,0.998617
1994,0.0207283,0.998617
1995,0.02072,0.998617
1996,0.0207116,0.998617
1997,0.0207033,0.998617
1998,0.020695,0.998617
1999,0.0206867,0.998617
2000,0.0206784,0.998617
2001,0.0206701,0.998617
2002,0.0206618,0.998617
2003,0.0206536,0.998617
2004,0.0206453,0.998617
2005,0.0206371,0.998617
2006,0.0206288,0.998617
2007,0.0206206,0.998617
2008,0.0206123,0.998617
2009,0.0206041,0.998617
2010,0.0205959,0.998617
2011,0.0205877,0.998617
2012,0.0205795,0.998617
2013,0.0205713,0.998617
2014,0.0205631,0.998617
2015,0.0205549,0.998617
2016,0.0205467,0.998617
2017,0.0205386,0.998617
2018,0.0205304,0.998617
2019,0.0205222,0.998617
2020,0.0205141,0.998617
2021,0.020506,0.998617
2022,0.0204978,0.998617
2023,0.0204897,0.998617
2024,0.0204816,0.998617
2025,0.0204735,0.998617
2026,0.0204654,0.998617
2027,0.0204573,0.998617
2028,0.0204492,0.998617
2029,0.0204411,0.998617
2030,0.020433,0.998617
2031,0.020425,0.998617
2032,0.0204169,0.998617
2033,0.0204088,0.998617
2034,0.0204008,0.998617
2035,0.0203928,0.998617
2036,0.0203847,0.998617
2037,0.0203767,0.998617
2038,0.0203687,0.998617
2039,0.0203607,0.998617
2040,0.0203527,0.998617
2041,0.0203447,0.998617
2042,0.0203367,0.998617
2043,0.0203287,0.998617
2044,0.0203207,0.998617
2045,0.0203128,0.998617
2046,0.0203048,0.998617
2047,0.0202968,0.998617
2048,0.0202889,0.998617
2049,0.020281,0.998617
2050,0.020273,0.998617
2051,0.0202651,0.998617
2052,0.0202572,0.998617
2053,0.0202493,0.998617
2054,0.0202414,0.998617
2055,0.0202335,0.998617
2056,0.0202256,0.998617
2057,0.0202177,0.998617
2058,0.0202098,0.998617
2059,0.0202019,0.998617
2060,0.0201941,0.998617
2061,0.0201862,0.998617
2062,0.0201784,0.998617
2063,0.0201705,0.998617
2064,0.0201627,0.998617
2065,0.0201549,0.998617
2066,0.020147,0.998617
2067,0.0201392,0.998617
2068,0.0201314,0.998617
2069,0.0201236,0.998617
2070,0.0201158,0.998617
2071,0.020108,0.998617
2072,0.0201002,0.998617
2073,0.0200925,0.998617
2074,0.0200847,0.998617
2075,0.0200769,0.998617
2076,0.0200692,0.998617
2077,0.0200614,0.998617
2078,0.0200537,0.998617
2079,0.020046,0.998617
2080,0.0200382,0.998617
2081,0.0200305,0.998617
2082,0.0200228,0.998617
2083,0.0200151,0.998617
2084,0.0200074,0.998617
2085,0.0199997,0.998617
2086,0.019992,0.998617
2087,0.0199843,0.998617
2088,0.0199766,0.998617
2089,0.019969,0.998617
2090,0.0199613,0.998617
